Reference	LeftContext	Pivot	RightContext
1_e00079-plain	y " teoría ". Los tres juntos constituyen lo que	llamaremos_VLfin_llamar análisis_NC_análisis	económico. & lsqb; Más adelante, en este mismo capítulo
1_e00079-plain	un sentido histórico suficiente, o lo que también se puede	llamar_VLinf_llamar experiencia_NC_experiencia	histórica. [3] Segunda, que el registro histórico no
1_e00079-plain	técnicas del historiador son como pasajeros en el gran autobús que	llamamos_VLfin_llamar análisis_NC_análisis	económico. El conocimiento de segunda mano es siempre insatisfactorio; por
1_e00079-plain	(proposiciones) que consideramos haber asentado mediante procedimientos admisibles se	llaman_VLfin_llamar teoremas_NC_teorema	. Como es natural, una proposición puede aparecer en una argumentación
1_e00079-plain	nos hemos referido a un departamento de la ciencia que hemos	llamado_VLadj_llamar la_ART_el ciencia_NC_ciencia	de las ciencias (Wissenschaftslehre). Esta ciencia -que arranca de
1_e00079-plain	han familiarizado con un hábito de nuestra inteligencia al que se	llama_VLfin_llamar racionalización_NC_racionalización	. [3] Este hábito consiste en consolarnos e impresionar a
1_e00079-plain	observador situado en otro tiempo y en otra clase. Marx	llamó_VLfin_llamar ideologías_NC_ideología	[5] a esos sistemas de ideas. La tesis de
1_e00079-plain	ideologías de la sociedad capitalista son glorificaciones de lo que él	llamó_VLfin_llamar clase_NC_clase	capitalista, cuyos intereses se basarían en la caza de beneficios pecuniarios
1_e00079-plain	para obligar a los intelectuales clérigos a exponer y defender o	representar_VLinf_representar como_CSUBX_como cosa_NC_cosa	inmutable un orden temporal de las cosas. La Iglesia era juez
1_e00079-plain	tanto, no tenía nada que ver con lo que hoy	llamamos_VLfin_llamar método_NC_método	estadístico. Pero la finalidad de esa información sí que era prácticamente
1_e00079-plain	y tendencias de política económica, lo que me dispongo a	llamar_VLinf_llamar liberalismo_NC_liberalismo	económico. La afirmación puede sorprender. Pero la causa de esa
1_e00079-plain	en una época en la cual lo único que podía ya	llamar_VLinf_llamar la_ART_el atención_NC_atención	del lector era precisamente su insuficiencia. El primer volumen de su
1_e00079-plain	valga mucho la pena en sí misma, sino porque ha	llamado_VLadj_llamar la_ART_el atención_NC_atención	mas de lo que merece: se trata de la célebre fórmula
1_e00079-plain	hemos de echar un breve vistazo a lo que antes hemos	llamado_VLadj_llamar fuerzas_NC_fuerza	hostiles al laissez-faire burgués las cuales cobraban impulso durante este período.
1_e00079-plain	uno de ellos se hace perfectamente elástica: el caso corrientemente	llamado_VLadj_llamar competición_NC_competición	perfecta (op. cit., pág. 5).
1_e00079-plain	de industria (pequeña) individual, a la que se	refiere_VLfin_referir la_ART_el mayoría_NC_mayoría	de sus diagramas, el haber despreciado la economía de la empresa
1_e00079-plain	teóricas y muy simples, tanto que acaso sea más adecuado	llamarlas_VCLIinf_llamar consideraciones_NC_consideración	de sentido común; contienen las definiciones de agregados obviamente importantes (
1_e00079-plain	se habría producido aunque no existieran esas peculiares fluctuaciones que generalmente	llamamos_VLfin_llamar ciclos_NC_ciclo	económicos. De lo antes dicho en esta parte y en la
1_e00079-plain	. Aún más útil como resumen de lo que ahora podríamos	llamar_VLinf_llamar el_ART_el trabajo_NC_trabajo	más reciente en el campo de la dinámica es su artículo "
1_e00091-plain	, 864 pesetas. Mayo: José M. Aznar es	nombrado_VLadj_nombrar Presidente_NC_presidente	del Gobierno de España. Junio: El BOE publica los Reales
