Reference	LeftContext	Pivot	RightContext
1_m00064-plain	; así, existe una mayor tasa de concordancia para este trastorno	entre_PREP_entre gemelos_NC_gemelo monocigóticos_ADJ_monocigótico que_CQUE_que entre_PREP_entre dicigóticos_NC_dicigóticos	(Slater y Shields, 1969), y casi el 30
1_m00064-plain	y un año después del tratamiento. Estos investigadores observaron una correlación	entre_PREP_entre el_ART_el aumento_NC_aumento de_PREP_de síntomas_NC_síntoma	y la reducción de actividad en la corteza orbitofrontal. Estos resultados
1_m00092-plain	manera por su carencia de pared celular, se incluyen por conveniencia	entre_PREP_entre las_ART_el bacterias_NC_bacteria a_PREP_a los_ART_el micoplasmas_NC_micoplasma	. Los hongos adoptan muchas formas y se especifican valores aproximados para
1_m00092-plain	con ácido fosfotúngstico es una solución electrodensa que penetra en los espacios	entre_PREP_entre las_ART_el moléculas_NC_molécula de_PREP_de proteína_NC_proteína	. Así, la proteína se visualiza como una estructura " clara
1_m00092-plain	es posible obtener antisueros específicos contra moléculas de anticuerpos individuales y discriminar	entre_PREP_entre un_ART_un anticuerpo_NC_anticuerpo monoclonal_ADJ_monoclonal y_CC_y otro_QU_otro sin_PREP_sin considerar_VLinf_considerar las_ART_el estructuras_NC_estructura	isotípicas o alotípicas (fig. 3-7). Estos antisueros definen
1_m00092-plain	sido confirmado por análisis cristalográfico de rayos X de los complejos formados	entre_PREP_entre los_ART_el Fragmentos_NC_fragmento Fab_NP_Fab	de los anticuerpos monoclonales y sus respectivos antígenos. Esto fue demostrado
1_m00092-plain	Scatchard, fig. 4-8). Entre estos extremos el cruzamiento	entre_PREP_entre el_ART_el antígeno_NC_antígeno y_CC_y el_ART_el anticuerpo_NC_anticuerpo	por lo general da origen a estructuras tridimensionales reticuladas, tal como
1_m00092-plain	la estimación cuantitativa del antígeno. Figura 5-1 Reacción cuantitativa de precipitina	entre_PREP_entre anti-ovoalbúmina_NC_anti-ovoalbúmina de_PREP_de conejo_NC_conejo	y ovoalbúmina (el método clásico de Heidelberger & Kendall, de
1_m00092-plain	). Figura 5-2 Representación en Un diagrama de los complejos formados	entre_PREP_entre un_ART_un antígeno_NC_antígeno tetravalente_ADJ_tetravalente hipotético_ADJ_hipotético y_CC_y un_ART_un anticuerpo_NC_anticuerpo	bivalente mezclados en distintas proporciones. En la práctica, es poco
1_m00092-plain	parciales de antígenos, respectivamente, por entrecruzamientos y formación de espolones	entre_PREP_entre las_ART_el líneas_NC_línea de_PREP_de precipitina_NC_precipitina	. Figura 5-4 (a) Línea de confluencia obtenida con dos
1_m00092-plain	por antígenos no relacionados. Figura 5-5 Inmunodifusión radial simple: relación	entre_PREP_entre concentración_NC_concentración de_PREP_de antígeno_NC_antígeno	y tamaño del anillo de precipitina formado. El antígeno con mayor
1_m00092-plain	la presencia de linfocitos sintetizadores de xxx es necesario aumentar la unión	entre_PREP_entre el_ART_el complemento_NC_complemento y_CC_y el_ART_el complejo_ADJ_complejo eritrocito-anticuerpo_NC_eritrocito-anticuerpo	xxx agregando un suero anti-xxx de conejo; así se desarrollan las
1_m00092-plain	hemolisinas xxx requiere del agregado de anti-xxx al sistema. La diferencia	entre_PREP_entre las_ART_el placas_NC_placa obtenidas_VLadj_obtener por_PREP_por los_ART_el métodos_NC_método	directo e indirecto da como resultado la cantidad de placas xxx.
1_m00092-plain	. (a) Linfocitos imprimados (verde) eliminados por reacción	entre_PREP_entre la_ART_el xxx_NP_xxx de_PREP_de superficie_NC_superficie	de los linfocitos y el antígeno insoluble que forma la columna.
1_m00092-plain	crecimiento, como xxx, etc. La importancia de esta interacción	entre_PREP_entre células_NC_célula madre_NC_madre	indiferenciadas y el microambiente que guía su diferenciación se demuestra con claridad
1_m00092-plain	de rechazo, es útil definir los términos utilizados en los trasplantes	entre_PREP_entre individuos_NC_individuo y_CC_y especies_NC_especie	: Autotrasplante o autoinjerto: tejido reimplantado en el donante original.
1_m00092-plain	a estos antígenos se ha dilucidado por medio de experimentos de entrecruzamiento	entre_PREP_entre ratones_NC_ratón de_PREP_de diferentes_ADJ_diferente cepas_NC_cepa	puras. Dado que estos ratones se aparean dentro de una cepa
1_m00092-plain	ha contado con evidencias indirectas que sugieren la existencia de un enlace	entre_PREP_entre procesos_NC_proceso autoinmunes_ADJ_autoinmune y_CC_y esta_DM_este enfermedad_NC_enfermedad	: se detectan anticuerpos tiroideos en hasta el 85 % de pacientes
1_m00092-plain	medida que es catabolizada la xxx materna. Existe una buena correlación	entre_PREP_entre el_ART_el título_NC_título de_PREP_de TSAb_NC_TSAb	y la severidad del hipertiroidismo. Dado que TSAb actúa con independencia
1_m00092-plain	suero del paciente. Los valores de p se relacionan con diferencias	entre_PREP_entre los_ART_el valores_NC_valor obtenidos_VLadj_obtener y_CC_y la_ART_el xxx_NP_xxx	normal. (b) Anticuerpos bloqueantes en mixedema primario revelados por
1_m00092-plain	. Los brazos 1, 3 de cada azúcar proveen un puente	entre_PREP_entre los_ART_el dominios_NC_dominio mientras_CSUBX_mientras que_CQUE_que los_ART_el azúcares_NC_azúcar	1, 6 están dirigidos hacia la superficie proteica donde está ubicada
1_m00092-plain	las hidrolasas lisosomales hacia el exterior de la célula, al espacio	entre_PREP_entre la_ART_el célula_NC_célula y_CC_y el_ART_el cartílago_NC_cartílago	, donde están protegidas de los inhibidores de enzimas tales como la
1_m00092-plain	. (c) Estructura de las regiones xxx y la asociación	entre_PREP_entre galactosa-ácido_NC_galactosa-ácido siálico_ADJ_siálico terminal_ADJ_terminal en_PREP_en el_ART_el brazo_NC_brazo	1, 6 y la superficie proteica. Los brazos 1,
1_m00092-plain	recordarse que hay muchas otras hipótesis posibles, que incluyen reacciones cruzadas	entre_PREP_entre microorganismos_NC_microorganismo e_CC_y xxx_NP_xxx	y la generación de anti-xxx de linfocitos T, responsables del desarrollo
1_m00201-plain	Afinando la cuestión Las primeras noticias acerca de la transferencia de información	entre_PREP_entre las_ART_el células_NC_célula se_SE_se remontan_VLfin_remontar a_PREP_a finales_NC_final	de los años cincuenta, cuando Edwin G. Krebs y Edmond
1_m00201-plain	conocidas de transmisión de señales en el citoplasma (sustrato que existe	entre_PREP_entre el_ART_el núcleo_NC_núcleo y_CC_y la_ART_el membrana_NC_membrana	externa de la célula). Los tres recibieron el premio Nobel
1_m00201-plain	ya, por ejemplo, que suele iniciarse con el acoplamiento provisional	entre_PREP_entre un_ART_un mensajero_NC_mensajero responsable_ADJ_responsable de_CSUBI_de transmitir_VLinf_transmitir información_NC_información	de una célula a otra (a menudo una hormona),
1_m00201-plain	estas vías nefastas. A medida que se vayan descifrando los nexos	entre_PREP_entre fallos_NC_fallo en_PREP_en la_ART_el señalización_NC_señalización	y enfermedad, aparecerán terapias que compensen o reparen tales disfunciones.
1_m00203-plain	de los procesos de mejora de la raza humana mediante emparejamientos selectivos	entre_PREP_entre personas_NC_persona con_PREP_con rasgos_NC_rasgo	favorables. Davenport apoyó con vehemencia esa práctica. En los años
1_m00203-plain	ellas acompañadas de un intercambio de señales visuales, acústicas y quimiosensoriales	entre_PREP_entre el_ART_el macho_NC_macho y_CC_y la_ART_el hembra_NC_hembra	. El macho, por ser el bailarín más activo en este
1_m00203-plain	, proceden de hembra, la mosca pierde su capacidad para distinguir	entre_PREP_entre machos_NC_macho y_CC_y hembras_NC_hembra	, de modo que se muestra igualmente interesada por ambos sexos.
1_m00203-plain	canto» particular En el «canto» normal, los intervalos	entre_PREP_entre pulsos_NC_pulso aumentan_VLfin_aumentar gradualmente_ADV_gradual durante_PREP_durante unos_ART_un 27_CARD_@card@ segundos_NMEA_segundo	y después se acortan, poco a poco también. La representación
1_m00208-plain	homóloga para conseguir tales engarces. La recombinación homóloga se produce sólo	entre_PREP_entre moléculas_NC_molécula de_PREP_de ADN_NP_ADN	que tienen la misma secuencia de nucleótidos: se alinean una al
1_m00208-plain	comprendí que, si aprovechábamos esta maquinaria para provocar la recombinación homóloga	entre_PREP_entre una_ART_un molécula_NC_molécula recién_ADV_recién introducida_VLadj_introducir de_PREP_de ADN_NP_ADN	de nuestra elección y la misma secuencia del cromosoma de una célula
1_m00208-plain	a parar a esos descendientes, y ya podemos iniciar los cruzamientos	entre_PREP_entre hermanos_NC_hermano heterocigotos_NC_heterocigoto	para producir ratones con dos copias defectuosas del gen objetivo. Antes
1_m00208-plain	a su vez, la identificación detallada de los procesos que median	entre_PREP_entre el_ART_el funcionamiento_NC_funcionamiento anómalo_ADJ_anómalo de_PREP_de un_ART_un gen_NC_gen	y la manifestación de la enfermedad. Con un mejor conocimiento de
1_m00210-plain	París, han fabricado oligómeros que portan grupos químicos capaces de insertarse	entre_PREP_entre las_ART_el bases_NC_base del_PDEL_del dúplice_ADJ_dúplice DN-ARN_NP_DN-ARN	; con ello se consigue estabilizar la unión y prolongar la actividad
1_m00211-plain	lista con otra similar obtenido de pacientes con aterosclerosis. Las diferencias	entre_PREP_entre las_ART_el listas_NC_lista nos_PPX_nosotros revelarán_VLfin_revelar los_ART_el genes_NC_gen|genes	(y por tanto las proteínas) implicados en la enfermedad.
1_m00211-plain	obra nuestras ideas. De entrada se trataría de un proyecto conjunto	entre_PREP_entre HGS_NC_HGS y_CC_y el_ART_el Instituto_NC_instituto	para la Investigación del Genoma. una organización sin ánimo de lucro
1_m00213-plain	y motores; existe, por tanto, una línea muy sutil	entre_PREP_entre la_ART_el eficacia_NC_eficacia del_PDEL_del fármaco_NC_fármaco	y su toxicidad. Hace cuatro años, cuando yo trabajaba en
1_m00213-plain	tipos de problemas, como negociar su territorio, prever la relación	entre_PREP_entre causa_NC_causa y_CC_y efecto_NC_efecto	, y evitar alimentos venenosos. El hombre posee muchos tipos de
1_m00214-plain	se dispone Myriad abordar este mismo año, constituye uno más de	entre_PREP_entre las_ART_el decenas_NC_decena que_CQUE_que los_ART_el médicos_NC_médico	consideran necesarios someter a las pruebas de detección de mutaciones. Este
1_m00214-plain	incertidumbre plantean graves dilemas a la hora del tratamiento. La elección	entre_PREP_entre cirugía_NC_cirugía radical_ADJ_radical y_CC_y vigilancia_NC_vigilancia	intensiva, en forma de frecuentes mamografías, puede ser crucial.
1_m00214-plain	restricciones que deberían incluirse en esos protocolos. La misma compañía tiene	entre_PREP_entre manos_NC_mano la_ART_el investigación_NC_investigación	de las mutaciones asociadas con una forma de cáncer de colon.
1_m00214-plain	la existencia de variación, del 0, 1 por ciento,	entre_PREP_entre el_ART_el ADN_NP_ADN de_PREP_de gente_NC_gente	de todo el mundo, se cosecharía una información muy valiosa sobre
1_m00214-plain	La mayor parte de esa variación del 0, 1 por ciento	entre_PREP_entre seres_NC_ser humanos_ADJ_humano se_SE_se da_VLfin_dar entre_PREP_entre miembros_NC_miembro	de la misma raza, y no entre razas distintas. El
1_m00214-plain	variación del 0, 1 por ciento entre seres humanos se da	entre_PREP_entre miembros_NC_miembro de_PREP_de la_ART_el misma_ADJ_mismo raza_NC_raza	, y no entre razas distintas. El proyecto ha recibido duras
1_m00215-plain	setenta. Si en mis conferencias abiertas aludía a las diferencias existentes	entre_PREP_entre los_ART_el sexos_NC_sexo en_PREP_en los_ART_el chimpancés_NC_chimpancé	-mayor agresividad y ambición en los machos que en las hembras-,
1_m00215-plain	esa misma información aburre al auditorio. Ni siquiera las comparaciones directas	entre_PREP_entre el_ART_el comportamiento_NC_comportamiento humano_ADJ_humano y_CC_y el_ART_el de_PREP_de los_ART_el primates_NC_primate	, tema antaño tabú, consigue llamar la atención de nadie.
1_m00215-plain	victoria del enfoque biológico, considero que algunas de las dicotomías contemporáneas	entre_PREP_entre hombres_NC_hombre y_CC_y mujeres_NC_mujer	son simplificaciones extremas, acordes con un supuesto buen gusto social y
1_m00215-plain	lejos de entender, en su sutil complejidad, la relación existente	entre_PREP_entre genética_NC_genética y_CC_y entorno_NC_entorno	. La sociedad ha permitido el movimiento pendular desde el comportamiento aprendido
1_m00215-plain	a veces su influencia era epidérmica. Los conductistas recalcaban la continuidad	entre_PREP_entre humanos_NC_humano y_CC_y otros_QU_otro animales_NC_animal	, atribuyendo dicho vínculo a la evolución. Pero, dado que
1_m00215-plain	en su aversión por la comida aunque haya un retraso de horas	entre_PREP_entre la_ART_el ingestión_NC_ingestión y_CC_y la_ART_el sensación_NC_sensación	negativa. Todo indica que los animales aprenden de forma selectiva,
1_m00215-plain	tras haber causado miseria y muerte. Más desastrosa fue la convivencia	entre_PREP_entre la_ART_el biología_NC_biología y_CC_y el_ART_el nazismo_NC_nazismo	. Aquí, también, el pueblo (das Volk) se
1_m00215-plain	, sólo perdurará el rechazo a los celos sexuales, al vínculo	entre_PREP_entre padres_NC_padre e_CC_y hijos_NC_hijo	0 a las diferencias entre los sexos hasta que un movimiento en
1_m00215-plain	sexuales, al vínculo entre padres e hijos 0 a las diferencias	entre_PREP_entre los_ART_el sexos_NC_sexo hasta_PREP_hasta que_CQUE_que un_ART_un movimiento_NC_movimiento	en contra intente equilibrar las tendencias culturales y las inclinaciones humanas.
1_m00215-plain	en el recuerdo, se nos ofrecen pruebas abundantes de la conexión	entre_PREP_entre genética_NC_genética y_CC_y comportamiento_NC_comportamiento	. Los estudios realizados con gemelos que han crecido separados han llegado
1_m00215-plain	como temblar de miedo. Conocemos mejor las diferencias genéticas y neurológicas	entre_PREP_entre varones_NC_varón y_CC_y mujeres_NC_mujer	, entre homosexuales y heterosexuales. Se sabe que una pequeña región
1_m00215-plain	Conocemos mejor las diferencias genéticas y neurológicas entre varones y mujeres,	entre_PREP_entre homosexuales_NC_homosexual y_CC_y heterosexuales_NC_heterosexual	. Se sabe que una pequeña región del cerebro de los varones
1_m00215-plain	Cómo podemos mantener los dualismos del pasado -entre humanos y animales y	entre_PREP_entre cuerpo_NC_cuerpo y_CC_y mente-_NC_mente-	ante tamaños indicios en contra? El actual conocimiento sobre nuestros antecedentes
1_m00215-plain	entre efectos genéticos y ambientales. Preveo un estrechamiento de los lazos	entre_PREP_entre genética_NC_genética y_CC_y comportamiento_NC_comportamiento	, un conocimiento mucho más preciso de las funciones cerebrales y una
1_m00215-plain	que el tabú del incesto humano sirve para suprimir el impulso sexual	entre_PREP_entre miembros_NC_miembro de_PREP_de una_ART_un misma_ADJ_mismo familia_NC_familia	. Freud creía que las primeras fantasías sexuales en los humanos eran
1_m00215-plain	que el trato familiar en edades tempranas (el que se da	entre_PREP_entre madre_NC_madre e_CC_y hijo_NC_hijo	o entre hermanos) mataba el deseo sexual. En su opinión
1_m00215-plain	juntos desde la niñez. Wolf comparó esos matrimonios con los formados	entre_PREP_entre hombres_NC_hombre y_CC_y mujeres_NC_mujer	que no se conocían hasta el día de su boda. Tomando
1_m00215-plain	Las cópulas madre-hijo se encuentran reprimidas en todos los primates. Incluso	entre_PREP_entre los_ART_el bonobos_NC_bonobo -a_ADJ_-a buen_ADJ_bueno seguro_ADJ_seguro,_CM_, los_ART_el primates_NC_primate	de mayor actividad sexual sobre la faz de la Tierra- semejante acoplamiento
1_m00218-plain	Qué genes de un patógeno dado hay que seleccionar, a veces	entre_PREP_entre millares_NC_millar de_PREP_de ellos_PPX_él,_CM_, para_CSUBI_para conseguir_VLinf_conseguir la_ART_el potencia_NC_potencia	máxima? Los ensayos clínicos que pretenden responder a estas preguntas y
1_m00220-plain	se limitó a desechar aquellos mecanismos y sustituirlos por algo mejor.	Entre_PREP_entre los_ART_el sistemas_NC_sistema perfectamente_ADV_perfecto operativos_ADJ_operativo que_CQUE_que protegen_VLfin_proteger a_PREP_a los_ART_el invertebrados_NC_invertebrado	se cuentan los fagocitos deambulantes y las proteínas que flotan libres en
1_m00220-plain	tipos de MHC por individuo? El programa contesta haciendo un balance	entre_PREP_entre la_ART_el ventaja_NC_ventaja que_CQUE_que constituye_VLfin_constituir el_ART_el poder_NC_poder	presentar cada vez más péptido y la desventaja que representa el suprimir
1_m00220-plain	los mecanismos inmunosupresores no es más que un ejemplo del condicionamiento recíproco	entre_PREP_entre hospedadores_NC_hospedadores y_CC_y parásitos_ADJ_parásito en_PREP_en su_PPO_suyo desarrollo_NC_desarrollo	a lo largo del tiempo; pero hay otros muchos casos.
1_m00220-plain	desbaratarlos. Tomemos como ejemplo la artritis reumatoide: los estudios realizados	entre_PREP_entre hermanos_NC_hermano gemelos_NC_gemelo	sugieren que los factores genéticos aportan hasta un tercio de la sensibilidad
1_m00220-plain	tipos de MHC. La cifra depende de que haya un equilibrio	entre_PREP_entre la_ART_el necesidad_NC_necesidad de_PREP_de responder_VLinf_responder a_PREP_a grandes_ADJ_grande cantidades_NC_cantidad	, quizá muchos millones, de microorganismos invasores y la necesidad de
1_m00220-plain	inflamación. Iníciase una respuesta inflamatoria cuando un mensajero molecular que circula	entre_PREP_entre células_NC_célula del_PDEL_del sistema_NC_sistema	inmunitario, el llamado factor de la necrosis tumoral (FNT)
1_m00220-plain	con Richard Dawkins, de la Universidad de Oxford, la relación	entre_PREP_entre el_ART_el microorganismo_NC_microorganismo patógeno_ADJ_patógeno y_CC_y su_PPO_suyo anfitrión_NC_anfitrión	va de la absoluta compatibilidad a la total divergencia, a tenor
1_m00220-plain	complemento de tales genes víricos, benignos y útiles. La relación	entre_PREP_entre el_ART_el virus_NC_virus de_PREP_de la_ART_el rabia_NC_rabia	y su hospedador ilustra el efecto opuesto. El virus, que
1_m00224-plain	evolución biológica que lo alegado por Blackmore. Y quizá la diferencia	entre_PREP_entre memes_NC_memes animales_NC_animal	y humanos sea más cuantitativa que cualitativa. Los partidarios de la
1_m00224-plain	lenguaje pudo haber sido otra exquisita creación del mismo proceso de coevolución	entre_PREP_entre el_ART_el meme_NC_meme y_CC_y el_ART_el gen_NC_gen	. Las disputas relativas al origen y función del lenguaje adquirieron tal
1_m00224-plain	resulta. La investigación, mediante técnicas de imagen, podría comparar	entre_PREP_entre los_ART_el individuos_NC_individuo que_CQUE_que acometen_VLfin_acometer una_ART_un acción_NC_acción	y los que los copian. Contrariamente a lo que indica el
1_m00224-plain	la definición de imitación dada por Blackmore (cualquier forma de comunicación	entre_PREP_entre personas_NC_persona,_CM_, desde_PREP_desde transmitir_VLinf_transmitir la_ART_el parte_NC_parte	esencial de una historia hasta recordar las instrucciones de un manual leído
1_m00230-plain	de aprendizaje. Antes bien, se sugiere que las diferencias génicas	entre_PREP_entre individuos_NC_individuo condicionan_VLfin_condicionar la_ART_el facilidad_NC_facilidad	del aprendizaje. ¿ En qué medida genes y ambiente influyen sobre
