id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H9_economy_25,both,['naturaleza'],"['obtendremos', 'conocimiento']", la naturaleza obtendremos un conocimiento más profundo,la variación genética. Más que mirar la cultura como antítesis de la naturaleza obtendremos un conocimiento más profundodel comportamiento humano provocando silenciosamente el olvido del viejo debate factor genético
H9_economy_26,both,"['inmunoglobulina', 'moléculas de inmunoglobulina']","['proteínas', 'características']", Las moléculas de inmunoglobulina las proteínas más características,", una forma de la cual consta de sólo dos miembros. Las moléculas de inmunoglobulina las proteínas más característicasdel sistema inmunitario, se combinan con el antígeno para señalar su"
H9_economy_27,left,"['sistema', 'inmunitario', 'sistema inmunitario']",[None], el sistema inmunitario sí es con mucho el recurso más manejable,la observación. Aunque no sea el primer modelo matemático ideado sobre el sistema inmunitario sí es con mucho el recurso más manejabley atractivo de cuantos se han desarrollado para explorar estos temas evolutivos
H9_economy_28,both,['memes'],['apropiado'], los memes resulta más apropiado,"los genes. Por sugestivo que sea considerar simples "" ideas "" los memes resulta más apropiadoentenderlos como una vía de información. (Los genes son también"
H9_economy_29,both,['útiles'],"['habilidades', 'menos']", el fuego y otras aptitudes útiles se copiaron habilidades menos prácticas,"memes empezaron a tomar el control. Además de aprender a encender el fuego y otras aptitudes útiles se copiaron habilidades menos prácticas, como el adorno corporal o las casi gratuitas danzas de la"
H9_economy_30,none,[None],[None], el contrario los americanos más jóvenes,"como Travelgate en el mismo sentido que el famoso Watergate. Por el contrario los americanos más jóvenes, aunque oyeran alguna vez el sufijo -gate vinculado a un escándalo"
H9_economy_31,both,['cerebros'],"['fenómeno', 'complejo']", una colectividad de cerebros y mentes es el fenómeno más complejo,"la restrictiva teoría de los memes. La cultura, entendida como una colectividad de cerebros y mentes es el fenómeno más complejode la Tierra. Jamás lograremos entenderla si la abordamos con simpleza"
H9_economy_32,both,['músculo'],"['tejido', 'abundante']", El músculo el tejido más abundante,"el tesón y el entrenamiento convierten a cualquiera en un campeón. El músculo el tejido más abundantedel cuerpo humano, destaca por su versátil adaptación. Un entrenamiento"
H9_economy_33,left,"['fibras', 'rápidas', 'fibras rápidas']",[None], las fibras rápidas tanto más veloz,"la sección muscular. Cuanto mayor sea la superficie relativa ocupada por las fibras rápidas tanto más velozserá el músculo. Por tanto, un "" sprinter "" puede"
H9_economy_34,both,"['llamativa', 'prevalencia']",['altas'], una llamativa prevalencia de las más altas,"norteamericanos y británicos descendientes de africanos occidentales, por contra, presentan una llamativa prevalencia de las más altasdel mundo. Esta discrepancia apunta a factores ambientales o conductuales,"
H9_economy_35,both,['microsatélites'],"['repeticiones', 'cortas']", Los microsatélites que contienen las repeticiones más cortas,", en diversa combinación y repetidas en una suerte de tartamudeo. Los microsatélites que contienen las repeticiones más cortas, encierran un interés muy superior al que cabría deducir de su"
H9_economy_36,right,[None],"['tumores', 'menos', 'capaces']", el contrario los tumores pequeños son menos capaces,cursan con metástasis y pueden acarrear la muerte del paciente. Por el contrario los tumores pequeños son menos capacesde extenderse y pueden erradicarse con mayor probabilidad. Una reciente revolución
H9_economy_37,both,['epiteliales'],['especies'], Los cánceres epiteliales las especies más comunes,"Representación esquemática del desarrollo de un tumor maligno de tejido epitelial. Los cánceres epiteliales las especies más comunes, se denominan carcinomas. La masa que se ve aquí resulta"
H9_economy_38,both,"['secuencia', 'secuencia nucleotídica']",['pequeñas'], la secuencia nucleotídica o modificaciones más pequeñas,. Puede haber también alteraciones a pequeña escala implicadas en cambios en la secuencia nucleotídica o modificaciones más pequeñasque pueden alterar sólo la cantidad del producto de un gen o
H9_economy_39,both,['ojo'],"['edad', 'tardía']", un ojo y a una edad más tardía,la forma esporádica de retinoblastoma es más probable que ocurra sólo en un ojo y a una edad más tardíaque la forma familiar. Estudios similares sobre la predisposición a otros
H9_economy_40,both,"['presencia', 'células', 'memoria', 'presencia de células', 'células de memoria']","['respuesta', 'inmunitaria', 'rápida', 'respuesta inmunitaria', 'inmunitaria secundaria']", la presencia de células de memoria la respuesta inmunitaria secundaria es más rápida,"gran escala de anticuerpos y de células T asesinas. Gracias a la presencia de células de memoria la respuesta inmunitaria secundaria es más rápida, se produce a mayor escala, y dura más que la"
H9_economy_41,none,[None],[None], el español son mucho más ricos,"del plural. (Esos idiomas, al igual que ocurre con el español son mucho más ricosmorfológicamente que el inglés.) De esa observación cabría inferir que"
H9_economy_42,both,"['región', 'región de control']",['obteníamos'], la región de control obteníamos una fecha más antigua,"serie de datos sobre cambios en una sección del ADN mitocondrial llamada la región de control obteníamos una fecha más antiguapara la madre común, fecha que, sin embargo, resulta"
H9_economy_43,both,"['madre', 'madre común']",['menos'], la madre común fecha que sin embargo resulta menos segura,"llamada la región de control, obteníamos una fecha más antigua para la madre común fecha que sin embargo resulta menos segura, porque persisten dudas sobre la corrección necesaria ante la avalancha de"
H9_economy_44,left,"['tasa', 'lineal']",[None], una tasa lineal mucho más lenta,"pero una ciudad terminal incorrecta, o viceversa, se duplicaron con una tasa lineal mucho más lenta. Las secuencias de ADN sin principio ni final correctos permanecieron sin"
H9_economy_45,both,"['inhibidor', 'químico']",['menos'], el inhibidor químico es decir se mostraron más o menos eficaces,"afirmativa a ese interrogante. Los transportadores respondieron de forma distinta según el inhibidor químico es decir se mostraron más o menos eficacesen el acarreo del azúcar. Así, aunque todos vehicularon glucosa"
H9_economy_46,right,[None],['prueba'], la Salud la prueba más directa,"equipo de Dean H., Hamer, del Instituto Nacional de la Salud la prueba más directade la base genética de la orientación sexual. El grupo concentró"
H9_economy_47,both,['tumor'],"['desarrollar', 'terapias', 'terapias médicas']", el tumor finalmente podremos desarrollar terapias médicas más eficaces,conocemos el mecanismo por el cual el organismo suprime de forma natural el tumor finalmente podremos desarrollar terapias médicas más eficacesde prevención y tratamiento de los tumores. Otra clase de genes
H9_economy_48,both,['enfermedad'],['probable'], la enfermedad y por lo tanto es más probable,de la distribución cuentan con más factores genéticos y ambientales causantes de la enfermedad y por lo tanto es más probableque desarrollen la enfermedad. En el caso de las enfermedades que
H9_economy_49,right,[None],"['menos', 'probable']", la segunda cuestión Morgan propuso que era menos probable,dos genes hay un porcentaje variable de intercambio. Como respuesta a la segunda cuestión Morgan propuso que era menos probableque entre dos genes localizados relativamente cerca uno de otro se diera
H9_economy_50,both,"['distrofia', 'distrofia miotónica']",['tipo'], La distrofia miotónica el tipo más corriente,"derivada del estudio de la DM para discutir la anticipación genética. La distrofia miotónica el tipo más corrientede distrofia muscular en los adultos, es una enfermedad autosómica dominante"
H9_economy_51,both,['fecundación'],['fenotipo'], el momento de la fecundación mientras que el fenotipo es más flexible,"la herencia monogénica, salvo accidentes, el genotipo se fija en el momento de la fecundación mientras que el fenotipo es más flexibley cambia durante la vida del organismo a medida que el genotipo"
H9_economy_52,right,[None],"['menos', 'probable']", las tres posibilidades y por lo tanto la menos probable,"las cadenas parentales durante la replicación. Es la más compleja de las tres posibilidades y por lo tanto la menos probable. Sin embargo, no puede descartarse como modelo experimental. En"
H9_economy_53,right,[None],['denso'], El 15N que es más denso,"como el cloruro de cesio (véase el Capítulo 10). El 15N que es más denso, alcanzará el equilibrio en el gradiente en un punto más cercano"
H9_economy_54,right,[None],['excitantes'], la de los uno de los períodos más excitantes,al final de la década de los 50 y al principio de la de los uno de los períodos más excitantesen la historia de la genética molecular. Estas investigaciones revelaron las
H9_economy_55,both,"['mutaciones', 'cromosómicas', 'mutaciones cromosómicas']",['base'], las mutaciones cromosómicas la base más importante,", reparación del DNA y elementos transponibles CONCEPTOS DEL CAPÍTULO Aparte de las mutaciones cromosómicas la base más importantede la diversidad entre los organismos, incluso los que están estrechamente"
H9_economy_56,both,['menos'],"['menos', 'denso']", El menos compacto y por lo tanto menos denso,"c diferentes, cada uno con una diferente densidad y compactación. El menos compacto y por lo tanto menos denso, tema una velocidad de sedimentación menor; las otras dos fracciones"
H9_economy_57,right,[None],"['pruebas', 'directas']", lo tanto los genéticos han buscado pruebas más directas,orgánulos podían albergar su propio DNA que influencia sus funciones. Por lo tanto los genéticos han buscado pruebas más directasde la presencia de DNA en estos orgánulos. Utilizando el microscopio
H9_economy_58,both,['capilares'],"['eritrocitos', 'falciformes', 'menos', 'eritrocitos falciformes']", los capilares pero los eritrocitos falciformes son menos flexibles,de los eritrocitos. Los eritrocitos normales pueden comprimirse y deslizarse por los capilares pero los eritrocitos falciformes son menos flexiblesy no pueden hacer lo mismo. La consiguiente obstrucción vascular provoca
H9_economy_59,both,"['talasemia', 'beta', 'talasemia beta']",['menudo'], los de la talasemia beta 0 aunque a menudo algo más leves,; producción de una pequeña cantidad de betaglobina. Signos similares a los de la talasemia beta 0 aunque a menudo algo más leves. La mayoría de casos de talasemia alfa se deben a deleciones
H9_economy_60,both,"['técnicas', 'recombinante']",['tratamiento'], las técnicas de DNA recombinante permitiendo un tratamiento más efectivo,"el camino para la síntesis artificial de un producto genético normal mediante las técnicas de DNA recombinante permitiendo un tratamiento más efectivode muchas enfermedades genéticas. La terapia génica, O inserción de"
H9_economy_61,both,['figura'],['probable'], la figura es más probable,"recombinación (figura 7-3, C). Como se muestra en la figura es más probableque los entrecruzamientos ocurran entre loci alejados en un cromosoma que entre"
H9_economy_62,both,"['ocurrencia', 'principal']","['entonces', 'ser']", la ocurrencia es el principal objetivo entonces el enfoque debería ser más directivo,"de las enfermedades genéticas. Si la prevención o la reducción de la ocurrencia es el principal objetivo entonces el enfoque debería ser más directivo. Sin embargo, el principal objetivo del consejo genético es ayudar"
H9_economy_63,both,"['trastornos', 'trastornos genéticos']","['enfermedad', 'intrínseca']", los trastornos genéticos la enfermedad es más intrínseca,accidentes. Se exterioriza el significado último de la enfermedad. En los trastornos genéticos la enfermedad es más intrínsecapara el individuo y su familia: por lo tanto provocan a
H9_economy_64,both,['familias'],['probablemente'], las familias es vital y probablemente es más efectivo,a menudo un completo dilema personal. La confirmación del compromiso de las familias es vital y probablemente es más efectivoque los intentos simplistas de quitar la culpa. Los sentimientos de
H9_economy_65,both,"['cromosomas', 'cromosomas sexuales']",['pequeño'], los cromosomas sexuales el X grande y el Y más pequeño,el vector. Figura 1 Cariotipo de un ser humano masculino Nótense los cromosomas sexuales el X grande y el Y más pequeño. Cada cromosoma aparece duplicado porque el cariotipo se hace después de
H9_economy_66,both,"['defectos', 'solo', 'gen']",['susceptibles'], los defectos de un solo gen que son también los más susceptibles,modo que la mayor parte de la atención se ha concentrado en los defectos de un solo gen que son también los más susceptiblesde tratamiento. Ya hemos introducido los conceptos de cartografiado y secuenciamiento
H9_economy_67,both,['gen'],"['hipótesis', 'plausible']", el gen aunque la hipótesis más plausible,"la enfermedad. Los investigadores todavía no saben qué proteína específica codifica el gen aunque la hipótesis más plausiblees que se trata de una proteína llamada CFTR, o «"
H9_economy_68,both,"['gen', 'longitud', 'longitud crítica']",['espectacular'], el gen alcanza una longitud crítica se prima un desarrollo más espectacular,"observa en los portadores sanos del síndrome del X frágil. Cuando el gen alcanza una longitud crítica se prima un desarrollo más espectacular, lo que sucede en los individuos afectados. Por razones que"
H9_economy_69,right,[None],['pruebas'], la Universidad de Rochester presentó pruebas más convincentes,". Unos meses después, Barry G. Hall, hoy en la Universidad de Rochester presentó pruebas más convincentesde mutaciones inducidas por la selección. Realizó experimentos similares, en"
H9_economy_70,left,"['herencia', 'ambiente', 'familiar', 'ambiente familiar']",[None], la herencia del ambiente familiar la adopción es mucho más prometedora,ambientales Si los gemelos separados son una vía no práctica para desenmarañar la herencia del ambiente familiar la adopción es mucho más prometedora. - Encontrar individuos adoptados que sufren de una enfermedad particular transmitida
H9_economy_71,left,"['naturaleza', 'productos', 'proteicas', 'productos proteicas']",[None], la naturaleza de sus productos proteicas alcanzando así un entendimiento más profundo,"genes que generan proteínas humanas esenciales, caracterizar sus mutaciones y captar la naturaleza de sus productos proteicas alcanzando así un entendimiento más profundode muchas causas de enfermedad, las cuales se comprendían poco o"
H9_economy_72,both,['loci'],['característica'], los loci o de manera más característica,"individuo es su constitución genética, tanto de manera colectiva en todos los loci o de manera más característica, en un solo locus. El fenotipo constituye la expresión observable"
H9_economy_73,both,['capítulo'],"['aislar', 'porción']", el capítulo 8 resulta ventajoso aislar la porción más grande,"de la clonación de genes y del mapeo génico, ilustrados en el capítulo 8 resulta ventajoso aislar la porción más grandeposible del DNA cromosómico humano. Hasta mediados de los años 8O"
H9_economy_74,right,[None],"['vectores', 'cósmidos', 'vectores cósmidos']", los años 8O los vectores cósmidos representaron el vehículo más grande,"porción más grande posible del DNA cromosómico humano. Hasta mediados de los años 8O los vectores cósmidos representaron el vehículo más grandede clonación posible. Sin embargo, en 1987, Olson y"
H9_economy_75,both,"['mecanismo', 'molecular', 'subyacente', 'mecanismo molecular']","['mecanismo', 'cromosómico']", el mecanismo molecular subyacente el mecanismo cromosómico más común,"se conocen bien, pero se sabe que, cualquiera que sea el mecanismo molecular subyacente el mecanismo cromosómico más comúnes la no disyunción meiótica, el fallo de la separación normal"
H9_economy_76,right,[None],['prominente'], la Universidad de Indiana en su académico más prominente,"gen». Cuando Watson llegó a la escuela de graduados de la Universidad de Indiana en su académico más prominenteera Herman Mullen, quien acababa de ganar el premio Nobel por"
H9_economy_77,both,"['genes', 'cromosoma']","['menos', 'frecuente']", los genes sobre un mismo cromosoma tanto menos frecuente,"rara. Ya hemos señalado que cuanto más cercanos entre sí están los genes sobre un mismo cromosoma tanto menos frecuenteserá su sobrecruzamiento. Por ende, en lugar de intentar seguir"
H9_economy_78,both,['polipéptido'],['ser'], un polipéptido puede ser más fácil,". En consecuencia, si se conoce la secuencia de aminoácidos de un polipéptido puede ser más fácilsintetizar un «gen» que codifique esa secuencia que tratar de"
H9_economy_79,right,[None],"['forma', 'sencilla']", la práctica la forma más sencilla,a partir de la colonia correspondiente en la placa madre. En la práctica la forma más sencillade hacer esta selección es mediante la «replicación de placas»
H9_economy_80,left,['plásmidos'],[None], las preparaciones de plásmidos haciendo que sea más fácil,"se utilicen métodos relativamente violentos para procesos tales como la desproteinización de las preparaciones de plásmidos haciendo que sea más fácilobtener buenos rendimientos de DNA puro. En segundo lugar, las"
H9_economy_81,right,[None],['pequeño'], lo tanto mantenerse lo más pequeño,"de un DNA valioso. El tamaño del plásmido debe, por lo tanto mantenerse lo más pequeñoposible, por lo que es obvio que la inserción de grandes"
H9_economy_82,both,"['bacterias', 'producto']","['obtención', 'sencilla']", las bacterias excreten el producto su obtención es mucho más sencilla,"del resto. Por otra parte, si se puede hacer que las bacterias excreten el producto su obtención es mucho más sencilla, con la ventaja de que las células no se destruyen durante"
H9_economy_83,right,[None],"['menos', 'frecuente']", los chinos pero menos frecuente,"; el alelo para un nivel bajo de apoA-I es común entre los chinos pero menos frecuenteen otras poblaciones. FENOTIPOS, GENOTIPOS Y FRECUENCIAS GÉNICAS Si bien"
H9_economy_84,right,[None],"['rendimientos', 'bajos']", lo tanto los rendimientos de xxx son más bajos,"mediante el mecanismo de transporte de electrones para rendir xxx. Por lo tanto los rendimientos de xxx son más bajosen las levaduras que en las bacterias, lo que probablemente explica"
H9_economy_85,left,['linfotoxina'],[None], la linfotoxina así como otros aislados en fecha más reciente,". Éstos incluyen los genes para el factor de necrosis tumoral y la linfotoxina así como otros aislados en fecha más reciente, cuya función está por definir. Existe una notable similitud,"
H9_economy_86,both,['primates'],"['nuestros', 'parientes', 'vivientes', 'cercanos', 'nuestros parientes']", los primates nuestros parientes vivientes más cercanos,para entender el desarrollo temprano y también las enfermedades humanas) y los primates nuestros parientes vivientes más cercanos. Evolución del genoma mitocondrial El genoma mitocondrial humano se originó probablemente
H9_economy_87,both,['genomas'],['genoma'], las genomas mayores como el genoma la más mínima,una enorme presión de selección para conservar el código genético universal en las genomas mayores como el genoma la más mínimaalteración puede resultar en la pérdida de función o en una función
H9_economy_88,both,"['tratamientos', 'tratamientos clínicos']",['fármacos'], la personalización de los tratamientos clínicos lo que implica elegir los fármacos más eficaces,"más rápidos y exactos de muchas enfermedades, así como para facilitar la personalización de los tratamientos clínicos lo que implica elegir los fármacos más eficacesy con menores efectos secundarios en cada paciente. Punteados de identificación"
H9_economy_89,right,[None],"['ser', 'menos', 'denso']", El alcohol al ser menos denso,"escurra lentamente por la cara interna del recipiente inclinando éste ligeramente. El alcohol al ser menos densoque el tampón, flotará. Se inserta una varilla estrecha atravesando"
H9_economy_90,left,"['células', 'fácilmente', 'sanguíneas']",[None], las células fácilmente sustituibles como las sanguíneas parecen más propensas,"esas células acarrearía consecuencias nefastas para el organismo. Por contra, las células fácilmente sustituibles como las sanguíneas parecen más propensasa morir ante la menor provocación. Se percibe con creciente nitidez"
H9_economy_91,left,"['membrana', 'celular', 'concentraciones', 'elevadas', 'membrana celular', 'concentraciones elevadas']",[None], la membrana celular en concentraciones elevadas lo que permite un agarre más firme,"vancomicina y creado el análogo LY333328. El fármaco se adhiere a la membrana celular en concentraciones elevadas lo que permite un agarre más firmey, en consecuencia, un poder mayor contra el peptidoglicano."
H9_economy_92,both,['fármaco'],"['monoclonales', 'anticuerpos monoclonales']", el fármaco de Genentech los anticuerpos monoclonales son más eficaces,medicamento tradicional. A pesar de las reticencias de la FDA ante el fármaco de Genentech los anticuerpos monoclonales son más eficacespara eliminar moléculas mediadoras implicadas en las enfermedades que cualquier otro medicamento
H9_economy_93,both,"['enzimas', 'mutadas']","['seleccionaron', 'compuesto']", las enzimas mutadas y seleccionaron el compuesto más adecuado,. Recurrieron luego a la ingeniería genética para producir virus que sintetizaran las enzimas mutadas y seleccionaron el compuesto más adecuadopara limitar la reproducción de aquellos virus. El fármaco se encuentra
H9_economy_94,right,[None],"['búsqueda', 'métodos', 'menos']", los años setenta durante su búsqueda de métodos menos agresivos,"se rompiera, se produciría una hemorragia interna. A finales de los años setenta durante su búsqueda de métodos menos agresivos, se introdujo la técnica de "" microencapsulación "". Las microcápsulas"
H9_economy_95,left,"['virus', 'tipo', 'virus de tipo']",[None], Los virus de tipo B mucho más uniformes,"neuraminidasa que presenten: H1N1, H1N2, H2N2, etc. Los virus de tipo B mucho más uniformes, portan una sola variante de hemaglutinina y otra de neuraminidasa,"
H9_economy_96,left,['inicial'],[None], la gravedad de la parte inicial la más desagradable,la replicación vírica los compuestos sí pueden recortar la duración y aligerar la gravedad de la parte inicial la más desagradablede un episodio de gripe. Cuanto antes se empiece el tratamiento
H9_economy_97,both,"['crecimiento', 'tejido', 'tejido nuevo']",['directo'], el crecimiento de tejido nuevo lo más directo,predictible si se las expone a factores bioquímicos determinados. Para estimular el crecimiento de tejido nuevo lo más directoconsiste en dejar la herida o el órgano lesionados en contacto con
H9_economy_98,both,"['tratamiento', 'soporte', 'grupo de tratamiento', 'tratamiento de soporte']","['deterioro', 'precoz']", el grupo de tratamiento de soporte lo que pudo deberse al deterioro más precoz,hasta alrededor del 50 %. El cumplimiento disminuyó más rápidamente en el grupo de tratamiento de soporte lo que pudo deberse al deterioro más precozde los pacientes. La diferencia desde el periodo inicial en el
H9_economy_99,both,['secuencia'],['secuencias'], los solapamientos observados en la secuencia lo cual permite reconstruir secuencias más largas,identificado por métodos cromatográficos. Los péptidos solapantes pueden identificarse gracias a los solapamientos observados en la secuencia lo cual permite reconstruir secuencias más largasque las de los péptidos resultantes de la digestión inicial. La
H9_economy_100,both,['clínico'],"['forma', 'menos']", el clínico está diciendo de forma más o menos convincente,"clínicas de las enfermedades resultan siempre algo arbitrarias. En esencia, el clínico está diciendo de forma más o menos convincente, que "" este paciente que tengo que tratar se parece a"
H9_economy_101,both,"['análogos', 'nucleósidos']","['ritonavir', 'efecto', 'potente']", los análogos de los nucleósidos el ritonavir tiene un efecto más potente,"que permite su administración dos veces al día. En comparación con los análogos de los nucleósidos el ritonavir tiene un efecto más potentey mantenido sobre la viremia plasmática, las cargas de infección celular"
H9_economy_102,both,"['tasas', 'episodios']",['bajas'], Las tasas de primeros episodios fueron en general más bajas,fue la candidiasis esofágica nueva o recidivante (tabla 2). Las tasas de primeros episodios fueron en general más bajasen el grupo de ritonavir que en el grupo de placebo.
