id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H1_economy_36,none,[None],[None], EL Hamiltoniano será xxx,"consecuencia, se pueden aplicar las técnicas habituales de optimización. EL Hamiltoniano será xxxy las condiciones de primer orden que obtenemos son: xxx."
H1_economy_37,right,[None],['inversión'], la experiencia era la inversión,"productividad. También defendía que una buena medida del aumento de la experiencia era la inversión, debido a que "" cada máquina nueva que es producida y"
H1_economy_38,both,['índice'],['inversión'], un índice de experiencia es la inversión,"estímulos "" (p. 157). Esto implica que un índice de experiencia es la inversiónacumulada o, lo que es lo mismo, el stock de"
H1_economy_39,both,"['número', 'economía']",['número'], el número de empresas de la economía sea un número,"en un modelo AK de crecimiento endógeno. Supongamos ahora que el número de empresas de la economía sea un númeromuy elevado xxx, constante. Puesto que xxx es grande,"
H1_economy_40,left,"['unidad', 'escala']",[None], la unidad de escala relevante sería el área,"personajes de sangre azul. De acuerdo con el modelo, la unidad de escala relevante sería el áreaen la cual un determinado tipo de conocimiento se desborda. Es"
H1_economy_41,both,"['efectos', 'escala', 'efectos de escala']",['supuesto'], los efectos de escala es el supuesto,"vez mayor. Técnicamente, la razón que está detrás de los efectos de escala es el supuestode que la externalidad depende del volumen agregado de capital. Una"
H1_economy_42,both,"['capital', 'físico', 'capital físico']",['bienes'], el capital físico y el humano eran bienes,"implícitos en nuestro argumento se apoyaba en el hecho de que el capital físico y el humano eran bienessimilares, en el sentido de que ambos podían ser acumulados a"
H1_economy_43,both,"['capital', 'físico', 'capital físico']",['bienes'], el capital físico y el humano son bienes,"la misma tecnología. Sin embargo, se podría argumentar que el capital físico y el humano son bienescon unas propiedades enteramente diferenciadas. En particular, la función de"
H1_economy_44,both,"['factores', 'producción', 'factores de producción']",['capital'], los factores de producción son el capital,") parte de una función de producción Cobb-Douglas en la que los factores de producción son el capitalfísico y el humano, de modo que la producción viene dada"
H1_economy_45,left,"['tasas', 'crecimiento', 'tasas de crecimiento']",[None], las tasas de crecimiento son xxx,". Vemos que, en ausencia de externalidades, xxx, las tasas de crecimiento son xxx. Es interesante observar que esta expresión es similar a la tasa"
H1_economy_46,left,['crecimiento'],[None], el crecimiento es xxx,La única diferencia es que el parámetro de productividad relevante para el crecimiento es xxx(la productividad del sector educativo) en lugar de xxx (
H1_economy_47,left,['más'],[None], los descubrimientos más interesantes es la aparición,"estado estacionario. AL margen de este hecho, uno de los descubrimientos más interesantes es la apariciónde un comportamiento asimétrico entre xxx y xxx: la tasa de"
H1_economy_48,both,['modelos'],['existencia'], El elemento común de todos esos modelos es la existencia,relaciona con la tasa agregada de crecimiento de la economía. El elemento común de todos esos modelos es la existenciade empresas dedicadas a la investigación y el desarrollo (I +
H1_economy_49,both,['resultado'],['progreso'], el resultado de la cual es el progreso,"Se entabla pues una guerra tecnológica entre líderes y seguidores, el resultado de la cual es el progresotecnológico. Para modelos de escaleras de calidad y crecimiento, véase"
H1_economy_50,both,['parámetro'],['trabajo'], un parámetro tecnológico y xxx es el trabajo,"xxx siendo xxx los bienes intermedios de capital, xxx es un parámetro tecnológico y xxx es el trabajo. En otras palabras, la producción se obtiene a partir de"
H1_economy_51,both,['bien'],['número'], el bien que se acumula es el número,"no es más que un modelo xxx, en el cual el bien que se acumula es el númerode bienes de capital xxx). Las empresas contratan el trabajo"
H1_economy_52,left,['precio'],[None], el precio de tales activos es un margen,"ecuación (9. 11) indica, pues, que el precio de tales activos es un margenconstante sobre el coste marginal, siendo el margen una función de"
H1_economy_53,both,['tecnología'],['bien'], El motivo es que la tecnología es un bien,"en el capítulo 7, presenta un efecto de escala. El motivo es que la tecnología es un bienno rival: el coste de desarrollar un nuevo producto es independiente"
H1_economy_54,none,[None],[None], los costes de I D son constantes,"las dos fuerzas opuestas sean del mismo tamaño, tendremos que los costes de I D son constantestal y como ocurre con nuestro modelo, lo que permite generar"
H1_economy_55,none,[None],[None], la Economía Política es una investigación,"9 de octubre de 1820: "" Ud. supone que la Economía Política es una investigaciónde la naturaleza y causas de la riqueza -y yo estimo que"
H1_economy_56,both,"['costo', 'uso', 'costo de uso']",['ganancia'], el costo de uso es la ganancia,"la producción resultante sobre la suma del costo de factores y el costo de uso es la ganancia, o, como lo llamaremos, el ingreso del empresario."
H1_economy_57,left,"['costo', 'factores']",[None], el costo de los otros factores son constantes,"oportunidad. En este resumen supondremos que el salario nominal y el costo de los otros factores son constantespor unidad de trabajo empleado; pero esta simplificación, de la"
H1_economy_58,left,"['salarios', 'nominales', 'salarios nominales']",[None], los salarios nominales son constantes,"cambios en D son compatibles con nuestro supuesto provisional de que los salarios nominales son constantes. Por esta razón será necesario, para realizar una exposición más"
H1_economy_59,both,['casos'],['suposición'], la mayoría de los casos es la suposición,"a su eficacia en el empleo específico real (que en la mayoría de los casos es la suposiciónrealista que debe hacerse), la eficacia descendente del trabajo empleado"
H1_economy_60,left,"['descendente', 'trabajo']",[None], la eficacia descendente del trabajo empleado es un ejemplo,"los casos es la suposición realista que debe hacerse), la eficacia descendente del trabajo empleado es un ejemplosobresaliente del alza del precio de oferta, cuando crece la producción"
H1_economy_61,left,"['inversión', 'ahorro']",[None], la inversión sobre el ahorro era la fuerza,1] Dije allí que el cambio en el excedente de la inversión sobre el ahorro era la fuerzamotora que regia las modificaciones en el volumen de la producción.
H1_economy_62,both,"['excedente', 'ahorro']",['fenómeno'], un excedente forzado de ahorro sería un fenómeno,"plazo "". Esta definición tendría sentido, pero significaría que un excedente forzado de ahorro sería un fenómenomuy raro e inestable, y una deficiencia forzada de ahorro el"
H1_economy_63,none,[None],[None], el momento en que esto es una concomitancia,alza de la unidad de salarios en términos monetarios (desde el momento en que esto es una concomitanciafrecuente de la mejoría en la ocupación); y estas tendencias
H1_economy_64,both,"['tasa', 'interés', 'tasa de interés']",['factor'], la tasa de interés era el factor,"de interés, que se basó en la idea de que la tasa de interés era el factorque ponía en equilibrio la oferta y la demanda de ahorros,"
H1_economy_65,both,"['propensión', 'consumir']",['función'], la propensión a consumir es una función,"la función de demanda global. Admitido, pues, que la propensión a consumir es una funciónbastante estable, de tal manera que, por lo general,"
H1_economy_66,both,['ocupación'],['función'], la ocupación es función,"la importancia del hecho ya mencionado antes de que, mientras la ocupación es funcióndel consumo y la inversión previstos, el consumo es, ceteris"
H1_economy_67,left,"['aumento', 'riqueza', 'aumento de riqueza']",[None], el aumento de riqueza ha sido motivo,"de paso, que el efecto de la política fiscal sobre el aumento de riqueza ha sido motivode importante confusión, que, sin embargo no podemos examinar adecuadamente"
H1_economy_68,both,"['valor', 'inversiones']",['consecuencia'], el valor de las inversiones fueran consecuencia,y procederemos en las secciones siguientes como si los cambios en el valor de las inversiones fueran consecuenciasolamente de cambios de la expectativa de sus rendimientos probables y de
H1_economy_69,right,[None],['propiedad'], las empresas eran propiedad,"gobierna el mercado. En otros tiempos, cuando casi todas las empresas eran propiedadde los empresarios o de sus amigos y asociados, la inversión"
H1_economy_70,none,[None],[None], un juego que era una mezcla,"esperanzas que indujeron a invertir. Los hombres de negocios jugaban un juego que era una mezclade habilidad y suerte, cuyo resultado medio para los jugadores es"
H1_economy_71,left,['doctrina'],[None], la doctrina según la cual es una virtud,", es más antisocial que el fetiche de la liquidez, la doctrina según la cual es una virtudpositiva de las instituciones de inversión concentrar sus recursos en la posesión"
H1_economy_72,left,"['promedio', 'opinión promedio']",[None], la opinión promedio espera que sea la opinión,"grado en el que dedicamos nuestra inteligencia a anticipar lo que la opinión promedio espera que sea la opiniónpromedio. Y existen algunos, según creo, que practican los"
H1_economy_73,left,"['media', 'opinión media']",[None], la opinión media cree que será la opinión,los norteamericanos son capaces de interesarse demasiado por descubrir lo que la opinión media cree que será la opiniónmedia; y esta debilidad nacional encuentra su Némesis en el mercado
H1_economy_74,right,[None],['ventaja'], LOS SALARIOS NOMINALES Habría sido una ventaja,los mercados de artículos distintos a los valores. MODIFICACIONES EN LOS SALARIOS NOMINALES Habría sido una ventajahaber podido examinar los efectos de un cambio en los salarios nominales
H1_economy_75,both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'], la baja de los salarios nominales es una reducción,"2 Si nos referimos a un sistema no cerrado, y la baja de los salarios nominales es una reducciónrelativamente a los salarios nominales en el exterior cuando ambos se convierten"
H1_economy_76,both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'], la baja de los salarios nominales sea una reducción,"de la propensión a consumir. 4 Si se espera que la baja de los salarios nominales sea una reducciónrelativamente a los salarios nominales en el futuro, el cambio será"
H1_economy_77,none,[None],[None], un decreto administrativo y es una política,fortalecer la demanda efectiva; pero esto sólo podría lograrse por un decreto administrativo y es una políticapoco práctica en un sistema de libre contratación del trabajo. Por
H1_economy_78,both,"['cantidad', 'dinero', 'excedente', 'cantidad de dinero']",['proporción'], la cantidad de dinero excedente es una proporción,"sobre los precios. Entrarán en juego las tendencias opuestas si la cantidad de dinero excedente es una proporciónanormalmente baja del ingreso nacional. Así, el efecto neto de"
H1_economy_79,both,"['mercado', 'valores', 'alza', 'mercado de valores']",['condición'], un mercado de valores al alza puede ser condición,"accionista "" como el de Estados Unidos en la actualidad, un mercado de valores al alza puede ser condicióncasi esencial de una propensión a consumir satisfactoria; y esta circunstancia"
H1_economy_80,both,['sobreinversión'],['característica'], la sobreinversión es la característica,"de acuerdo con el punto de vista de quienes sostienen que la sobreinversión es la característicadel auge, que el único remedio posible para la siguiente depresión"
H1_economy_81,both,"['sobreinversión', 'sentido']",['característica'], la sobreinversión en este sentido fuera una característica,"puro desperdicio de recursos. [4] Además, aunque la sobreinversión en este sentido fuera una característicanormal del auge, el remedio no estaría en imponer de súbito"
H1_economy_82,left,['auge'],[None], El auge es una situación,"dura, impide que esta tasa sea un obstáculo real. El auge es una situacióntal que el exceso de optimismo triunfa sobre una tasa de interés"
H1_economy_83,both,"['alza', 'precios']",['subproducto'], el alza de los precios sólo es un subproducto,"mayor producción lo que provoca el incremento del ahorro; y el alza de los precios sólo es un subproductodel aumento de productos, que igual ocurrirá, si no hay"
H1_economy_84,right,[None],['viejo'], la paz que lo ha sido el viejo,he dicho que el nuevo sistema podría ser más favorable a la paz que lo ha sido el viejo. Vale la pena repetir y subrayar ese aspecto. La guerra
H1_economy_85,both,['historia'],['fuente'], la historia es una fuente,"lamentables consecuencias de la anterior argumentación. Primera: puesto que la historia es una fuenteimportante -aunque no la única- del material del economista, y puesto"
H1_economy_86,both,"['economista', 'mismo']",['producto'], el economista mismo es un producto,"del material del economista, y puesto que, además, el economista mismo es un productode su propia época y de todo el tiempo anterior, el"
H1_economy_87,left,"['historia', 'historia económica']",[None], la historia económica es una parte,": hemos de registrar resueltamente el hecho de que, como la historia económica es una partede la economía, las técnicas del historiador son como pasajeros en"
H1_economy_88,left,"['métodos', 'estadísticos', 'métodos estadísticos']",[None], los métodos estadísticos son parte,"programa. Pero reconoceremos, en principio al menos, que los métodos estadísticos son partede los instrumentos del análisis económico, aunque no hayan sido construidos"
H1_economy_89,left,"['punto', 'estrictamente']",[None], un punto de vista estrictamente lógico son creaciones,"teniendo en cuenta las observaciones hechas, sin embargo, desde un punto de vista estrictamente lógico son creacioneslibres del análisis. [10] Difieren de las hipótesis de"
H1_economy_90,both,"['teoría', 'teoría económica']",['caja'], la teoría económica es una caja,". Según la frase insuperablemente acertada de la señora Robinson, la teoría económica es una cajade herramientas. La justificación de este concepto de la teoría económica"
H1_economy_91,none,[None],[None], el primero en verlas fue Léon,"para darse cuenta de todas sus posibilidades; en realidad, el primero en verlas fue LéonWalras (cfr. infra, Parte IV, cap. 6"
H1_economy_92,left,"['clase', 'teoremas', 'económicos', 'clase de teoremas económicos']",[None], una clase de teoremas económicos que son normas,"vez de acuerdo con ella. Eso quiere decir que existe una clase de teoremas económicos que son normaso ideales lógicos (no, desde luego, éticos ni políticos"
H1_economy_93,left,['ciencia'],[None], la medida en la cual la ciencia es un tema,adecuada para comunicar al lector las razones por las cuales y la medida en la cual la ciencia es un temaapropiado para la investigación sociológica. Desde luego que nuestro interés por
H1_economy_94,none,[None],[None], La muchacha amada es un ángel,"un partido que no sea el nuestro será un charlatán. La muchacha amada es un ángel, excepto por lo que hace a la fragilidad humana. El"
H1_economy_95,none,[None],[None], El país enemigo es el antro,", excepto por lo que hace a la fragilidad humana. El país enemigo es el antrode los monstruos, mientras que el nuestro es hogar de héroes"
H1_economy_96,left,"['ideologías', 'capitalista']",[None], las ideologías de la sociedad capitalista son glorificaciones,"exclusivamente como económicos. Según Marx -y por decirlo simplificadamente-, las ideologías de la sociedad capitalista son glorificacionesde lo que él llamó clase capitalista, cuyos intereses se basarían"
H1_economy_97,left,['ideologías'],[None], las ideologías son sobrestructuras,El principio mismo no implica más que dos cosas: que las ideologías son sobrestructuraslevantadas sobre y producidas por las realidades de la estructura social objetiva
H1_economy_98,right,[None],['factor'], la posición social es un factor,al concepto de influencia ideológica. No hay duda de que la posición social es un factorpoderoso en la configuración de nuestra mentalidad. Pero eso no equivale
H1_economy_99,none,[None],[None], el mundo es víctima,"se puede decir de un modo ligeramente más realista: todo el mundo es víctimadel autoengaño ideológico, excepto el moderno intelectual radical, el cual"
H1_economy_100,left,['risco'],[None], el risco de la verdad y es juez,"excepto el moderno intelectual radical, el cual está erguido en el risco de la verdad y es juezrecto de todas las cosas humanas. Ahora bien: si algo"
H1_economy_101,left,['alemana'],[None], La palabra alemana es Wissenssoziologie,"término'sociología del conocimiento'del modo siguiente: "" La palabra alemana es Wissenssoziologie, y los autores más dignos de cita, Max Scheler y"
H1_economy_102,right,[None],['factor'], las burocracias es un factor,"de las ideologías en el análisis, pues esta ideología de las burocracias es un factorimportante de la acientífica costumbre de los economistas de utilizar una teoría"
H1_economy_103,left,"['historiadores', 'filósofos']",[None], Los historiadores y filósofos que fueron ornato,", desde luego, a la de cualquier otra época. Los historiadores y filósofos que fueron ornatode su corte no tocaron temas económicos -cuando lo hicieron- más que"
H1_economy_104,left,['pirámide social'],[None], La base económica de esta pirámide social eran los campesinos,"propio esquema cultural en la civilización de la época feudal. La base económica de esta pirámide social eran los campesinossiervos y los artesanos del señor, de cuyo trabajo vivía éste"
H1_economy_105,left,['feudalismo'],[None], el feudalismo es la simbiosis,"municipios lombardos. Por eso, visto como realidad histórica, el feudalismo es la simbiosisde dos sistemas sociales esencialmente diferentes y en gran parte -aunque no"
H1_economy_106,left,['resultado'],[None], El resultado fue el nacimiento,Dante como la completa ausencia del punto de vista nacionalista. El resultado fue el nacimientode una civilización esencialmente internacional y de una república internacional de los
H1_economy_107,none,[None],[None], La Iglesia era juez,representar como cosa inmutable un orden temporal de las cosas. La Iglesia era juezde todas las cosas humanas; el conflicto con la autoridad temporal
H1_economy_108,left,['temporal'],[None], el conflicto con la autoridad temporal era una posibilidad,". La Iglesia era juez de todas las cosas humanas; el conflicto con la autoridad temporal era una posibilidadsiempre presente, y a menudo realidad; las órdenes monásticas eran"
H1_economy_109,none,[None],[None], las órdenes monásticas eran instrumentos,"era una posibilidad siempre presente, y a menudo realidad; las órdenes monásticas eran instrumentosimportantes de la autoridad pontificia, pero eso no bastaba para impedirlas"
H1_economy_110,right,[None],['econometría'], la perfección qué es la econometría,Todos ellos han sido económetras. Su obra ilustra realmente a la perfección qué es la econometríay qué intentan hacer los económetras. [2] 1 Aritmética
H1_economy_111,left,['factual'],[None], la investigación factual ha sido la tarea,"economistas de todo tipo, pero particularmente para los políticos, la investigación factual ha sido la tareaprimaria que ha absorbido la mayor parte de la capacidad de trabajo"
H1_economy_112,left,['ciencia'],[None], la ciencia es medición,teórico. Pero era uno de esos teóricos para los cuales la ciencia es medición; uno de esos teóricos que forjan instrumentos analíticos adecuados para manejar
H1_economy_113,none,[None],[None], la mujer son ejemplos,del matrimonio en relación con las edades del marido y de la mujer son ejemplosal azar de un amplio campo de investigación que se iba a
H1_economy_114,left,['trabajo'],[None], el trabajo es el padre,"mundo conoce la frase, repetida ad nauseam de que "" el trabajo es el padre... de la riqueza, así como las tierras son su madre"
H1_economy_115,left,['principales'],[None], las excepciones principales a esa afirmación son los Estados,"En las grandes naciones, la burguesía no gobernaba políticamente: las excepciones principales a esa afirmación son los EstadosUnidos y, durante los diecisiete años del régimen de Luis-Felipe,"
H1_economy_116,left,['librecambio'],[None], el librecambio había de ser un necio,"todo tiempo y lugar; el que se negara a aceptar el librecambio había de ser un necioo un truhán, o ambas cosas a la vez. Pero"
H1_economy_117,left,"['economistas', 'librecambistas']",[None], Los economistas librecambistas lo eran la mayoría,como Napoleón III- que eran liberalistas doctrinarios en esta cuestión. Los economistas librecambistas lo eran la mayoríade los franceses- conseguían escasa adhesión del público. Tampoco en los
H1_economy_118,left,['cátedra'],[None], La cátedra era una fundación,cátedra de economía política en el Trinity College de Dublín. La cátedra era una fundacióndel arzobispo Whately. Escribió también acerca de las leyes de pobres
H1_economy_119,left,['hecho'],[None], el hecho es un elemento,una seria depresión para la agricultura europea. Desde luego que el hecho es un elementoesencial del aumento del 50 por ciento del salario real de los
H1_economy_120,right,[None],['factor'], la burocracia era un factor,"con una determinada dificultad económica. En países en los cuales la burocracia era un factorpotente y, como en Alemania, se había adherido al liberalismo"
H1_economy_121,both,"['teoría', 'monopolio', 'teoría del monopolio']",['remedio'], la teoría del monopolio había de ser el remedio,había lanzado en 1926 la idea de que el recurrir a la teoría del monopolio había de ser el remedioa las dificultades sobre el equilibrio que hablan surgido a propósito de
H1_economy_122,both,['dinámica'],['punto'], la dinámica es un punto,"o "" progreso "". [1] Así definida, la dinámica es un puntode partida auténticamente nuevo. En varios recodos de nuestro camino,"
H1_economy_123,right,[None],['profesor'], Un ejemplo destacado es el profesor,"a utilizar cuantas cifras pudieran recoger con su aparato analítico. Un ejemplo destacado es el profesorPigou, cuyas Industrial Fluctuations (l. ª ed.,"
H1_economy_124,left,['coeficientes'],[None], los coeficientes sean constantes,"del número de variables, sino también el postulado de que los coeficientes sean constantes: si no lo fueran, la ecuación no sería tan fácil"
H1_economy_125,both,"['moderación', 'ritmo', 'crecimiento', 'ritmo de crecimiento']",['debilidad'], la moderación en el ritmo de crecimiento es la debilidad,"la tendencia fue progresivamente creciente. Una de las causas de la moderación en el ritmo de crecimiento es la debilidadque muestra el consumo, pese a su perfil creciente. El"
H1_economy_126,left,['más'],[None], los sectores más afectados han sido el lechero,"carreteras ha sido más intenso en el norte de España y los sectores más afectados han sido el lechero, el ganadero y la industria del automóvil, en la que"
H1_economy_127,both,"['debilidad', 'consumo', 'debilidad del consumo']",['característica'], La debilidad del consumo es una característica,"del 1, 1 % y 0, 8 %. La debilidad del consumo es una característicacomún a los tres países, así como los ajustes fiscales necesarios"
H1_economy_128,none,[None],[None], La nota disonante volvió a ser la Bolsa,"los índices de los principales mercados batieron sus récords históricos. La nota disonante volvió a ser la Bolsade Tokio, cuyo índice Nikkei-225 perdió un 5, 3 %"
H1_economy_129,left,"['bienes', 'industriales', 'bienes industriales']",[None], los bienes industriales fue el elemento,buen comportamiento de los precios de los alimentos elaborados y de los bienes industriales fue el elementodeterminante de esta reducción trascendental de la tasa de inflación. Gracias
H1_economy_130,right,[None],['factores'], la Bolsa de Nueva York fueron los factores,bajista de tipos de interés y la trayectoria al alza de la Bolsa de Nueva York fueron los factoresexplicativos más directos de la carrera alcista de la bolsa española.
H1_economy_131,none,[None],[None], la Ley es el fortalecimiento,"ambientales o culturales. Otro de los grandes cambios que introducirá la Ley es el fortalecimientodel derecho de propiedad, con relación al régimen urbanístico. En"
H1_economy_132,both,"['bruta', 'deuda bruta']",['variable'], La deuda bruta es la variable,"la posición activa del Estado en el Banco de España. La deuda bruta es la variableseñalada en la condición de convergencia de Maastricht, que difiere pues"
H2_economy_1,right,[None],"['tipo', 'progreso']", Una pregunta a la que se enfrentaron fue el tipo de progreso,", los economistas neoclásicos introdujeron el crecimiento exógeno de la productividad. Una pregunta a la que se enfrentaron fue el tipo de progresotécnico que se debía introducir. En la práctica, algunas innovaciones"
H3_economy_1,both,"['número', 'economía']","['número', 'elevado']", el número de empresas de la economía sea un número muy elevado,"neoclásico en un modelo AK de crecimiento endógeno. Supongamos ahora que el número de empresas de la economía sea un número muy elevadoxxx, constante. Puesto que xxx es grande, cada empresa"
