id,subid,presence,candidate_term_left,candidate_term_right,occurrence,full_context,annotation,justification,comment,non sure,check,Pivot,tags,inclusive,exclusive,global_freq
H01,H1_medicine_11,left,"['neurona', 'proteínas', 'neurona multipolar']",[None],una neurona multipolar Las proteínas son elementos,proteínas específicas. Figura Principales estructuras internas de una neurona multipolar Las proteínas son elementosparticularmente importantes para las funciones celulares. Además de tener una función,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément appartient au lexique scientifique transdisciplinaire.","element=""Chaque constituant d'un tout, d'un ensemble. [source : Antidote]""",False,,una_ART_un neurona_NC_neurona multipolar_ADJ_multipolar Las_ART_el proteínas_NC_proteína son_VSfin_ser elementos_NC_elemento,ART NC ADJ ART NC VSfin NC,True,False,1
H01,H1_medicine_12,left,['enzimas'],[None],Los enzimas son moléculas,"mediante el control de las reacciones químicas. Los enzimas son moléculasproteicas especiales que actúan como catalizadores: es decir, hacen que",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Los_ART_el enzimas_NC_enzima son_VSfin_ser moléculas_NC_molécula,ART NC VSfin NC,False,False,11
H01,H1_medicine_13,both,['mitocondrias'],['organismos'],tiempo las mitocondrias eran organismos,"de los biólogos celulares creen que hace mucho tiempo las mitocondrias eran organismosvivos libres, que "" infectaron "" a las células más grandes",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,tiempo_NC_tiempo las_ART_el mitocondrias_NC_mitocondria eran_VSfin_ser organismos_NC_organismo,NC ART NC VSfin NC,True,False,1
H01,H1_medicine_14,both,['aparato'],['tipo'],El aparato de Golgi es un tipo,"de tipo graso) se producen aquí. El aparato de Golgi es un tipoespecial de retículo endoplasmático. Algunas moléculas complejas, constituidas por moléculas",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,H2,"                                                                                                                El_ART_el aparato_NC_aparato de_PREP_de Golgi_NP_Golgi es_VSfin_ser un_ART_un tipo_NC_tipo
El_ART_el aparato_NC_aparato de_PREP_de Golgi_NP_Golgi es_VSfin_ser un_ART_un tipo_NC_tipo especial_ADJ_especial de_PREP_de retículo_NC_retículo endoplasmático_ADJ_endoplasmático._FS_. Algunas_QU_alguno",ART NC PREP NP VSfin ART NC,True,False,5
H01,H1_medicine_15,both,['neuronas'],['células'],las neuronas son células,"célula. Tal como veremos más adelante, las neuronas son célulassecretoras; se comunican entre sí por medio de sustancias que son",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,las_ART_el neuronas_NC_neurona son_VSfin_ser células_NC_célula,ART NC VSfin NC,False,False,11
H01,H1_medicine_16,both,['neuronas'],['células'],Las neuronas son células,", pero hace mucho más que esto. Las neuronas son célulascon una existencia muy protegida: las células gliales las amortiguan física",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Las_ART_el neuronas_NC_neurona son_VSfin_ser células_NC_célula,ART NC VSfin NC,False,False,11
H01,H1_medicine_17,both,['tipos'],['astrocitos'],tipos más importantes son los astrocitos,"papel especial en el SNC. Los dos tipos más importantes son los astrocitosy la oligodendroglia. Astrocito significa célula en forma de estrella,",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,IL y a une ellipse en X ,False,H4 ou H5,tipos_NC_tipo más_ADV_más importantes_ADJ_importante son_VSfin_ser los_ART_el astrocitos_NC_astrocito,NC ADV ADJ VSfin ART NC,True,False,1
H01,H1_medicine_18,left,"['área', 'área postrema']",[None],el área postrema es una parte,"puedan pasar aquí libremente. Por ejemplo, el área postrema es una partedel encéfalo que controla los vómitos. En ella, la barrera",« NON »,NON;Le candidat-marqueur exprime une autre relation.,meronyme,False,,el_ART_el área_NC_área postrema_ADJ_postremo es_VSfin_ser una_ART_un parte_NC_parte,ART NC ADJ VSfin ART NC,False,False,16
H01,H1_medicine_19,both,['córtex'],['capa'],el córtex es la capa,un árbol) nos ayudará a recordar que el córtex es la capamás externa del cerebro. Cuando se describen las características de una,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"                                el_ART_el córtex_NC_córtex es_VSfin_ser la_ART_el capa_NC_capa
el_ART_el córtex_NC_córtex es_VSfin_ser la_ART_el capa_NC_capa más_ADV_más externa_ADJ_externo",ART NC VSfin ART NC,False,False,22
H01,H1_medicine_20,both,['tamaño'],['ventrículos'],Las cámaras de mayor tamaño son los ventrículos,"véase la figura 4. 6). Las cámaras de mayor tamaño son los ventrículoslaterales, que están conectados con el tercer ventrículo. El tercer",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,CHECK PATRON,Las_ART_el cámaras_NC_cámara de_PREP_de mayor_ADJ_grande tamaño_NC_tamaño son_VSfin_ser los_ART_el ventrículos_NC_ventrículo,ART NC PREP ADJ NC VSfin ART NC,True,False,1
H01,H1_medicine_21,both,"['sistema', 'nervioso', 'sistema nervioso']",['salchichón'],el sistema nervioso como si fuera un salchichón,"Una sección transversal (o frontal) secciona el sistema nervioso como si fuera un salchichón, una sección horizontal lo corta paralelo al suelo, y una",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",subj,False,,el_ART_el sistema_NC_sistema nervioso_ADJ_nervioso como_CSUBX_como si_CSUBX_si fuera_VSfin_ser un_ART_un salchichón_NC_salchichón,ART NC ADJ CSUBX CSUBX VSfin ART NC,False,True,1
H01,H1_medicine_22,both,['movimientos'],['movimientos'],Los movimientos de convergencia son movimientos,"de convergencia, sacádicos y de búsqueda. Los movimientos de convergencia son movimientoscooperativos que mantienen la fijación de ambos ojos sobre el mismo objetivo",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Los_ART_el movimientos_NC_movimiento de_PREP_de convergencia_NC_convergencia son_VSfin_ser movimientos_NC_movimiento,ART NC PREP NC VSfin NC,False,False,3
H01,H1_medicine_23,both,"['característica', 'retina']",['disco'],característica de la retina es el disco,"en la fóvea) ésta desaparece. Otra característica de la retina es el discoóptico, lugar donde los axones que llevan la información visual se",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,CHECK PATRON,característica_NC_característica de_PREP_de la_ART_el retina_NC_retina es_VSfin_ser el_ART_el disco_NC_disco,NC PREP ART NC VSfin ART NC,True,False,2
H01,H1_medicine_24,none,[None],[None],Los fotopigmentos son moléculas,Nobel por su trabajo en 1967.) Los fotopigmentos son moléculasespeciales embebidas en la membrana de las láminas; un único bastón,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,https://dtme.ranm.es/buscador.aspx?NIVEL_BUS=3&LEMA_BUS=FOTOPIGMENTO ||https://dtme.ranm.es/buscador.aspx?NIVEL_BUS=3&LEMA_BUS=MOLECULA,False,,Los_ART_el fotopigmentos_NC_fotopigmentos son_VSfin_ser moléculas_NC_molécula,ART NC VSfin NC,False,False,11
H01,H1_medicine_25,both,['cerebro'],['órgano'],El cerebro es el órgano,"nervioso: el control de la conducta. El cerebro es el órganoque mueve los músculos. Hace también otras muchas cosas, pero",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,El_ART_el cerebro_NC_cerebro es_VSfin_ser el_ART_el órgano_NC_órgano,ART NC VSfin ART NC,False,False,22
H01,H1_medicine_26,right,[None],['músculos'],Una excepción son los músculos,", causando su movimiento al contraerse. ( Una excepción son los músculosde los ojos y también algunos músculos abdominales, los cuales están",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,True,,Una_ART_un excepción_NC_excepción son_VSfin_ser los_ART_el músculos_NC_músculo,ART NC VSfin ART NC,False,False,22
H01,H1_medicine_27,both,"['fibras', 'musculares', 'intrafusales', 'fibras musculares', 'fibras musculares intrafusales']",['órganos'],Las fibras musculares intrafusales son órganos,"fibras proporciona la fuerza motriz del músculo. Las fibras musculares intrafusales son órganossensoriales especializados que están inervados por dos axones, uno sensorial y",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Las_ART_el fibras_NC_fibra musculares_ADJ_muscular intrafusales_ADJ_intrafusales son_VSfin_ser órganos_NC_órgano,ART NC ADJ ADJ VSfin NC,True,False,2
H01,H1_medicine_28,right,[None],['fibra'],OTG es una fibra,HM2 son dos tipos de husos musculares; OTG es una fibraaferente procedente del órgano tendinoso de Golgi EL MÚSCULO LISO En nuestro,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,X est une abrev,False,,OTG_NP_OTG es_VSfin_ser una_ART_un fibra_NC_fibra,NP VSfin ART NC,False,False,1
H01,H1_medicine_29,left,"['función', 'reflejo', 'monosináptico', 'extensión', 'monosináptico de extensión']",[None],función del reflejo monosináptico de extensión es el control,"figura 8. 5b). Otra importante función del reflejo monosináptico de extensión es el controlpostural. Para poder mantenernos erguidos, debemos mantener el centro de",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,"H4,H5 || https://dtme.ranm.es/buscador.aspx?NIVEL_BUS=3&LEMA_BUS=control%20postural",False,CHECK PATRON,función_NC_función del_PDEL_del reflejo_NC_reflejo monosináptico_ADJ_monosináptico de_PREP_de extensión_NC_extensión es_VSfin_ser el_ART_el control_NC_control,NC PDEL NC ADJ PREP NC VSfin ART NC,True,False,1
H01,H1_medicine_30,both,['hijo'],['niño'],el hijo será niño,"dos cromosomas sexuales, los cuales determinarán si el hijo será niñoo niña. Existen dos tipos de cromosomas sexuales: cromosoma X",« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,el_ART_el hijo_NC_hijo será_VSfin_ser niño_NC_niño,ART NC VSfin NC,False,False,11
H01,H1_medicine_31,left,['cromosoma'],[None],el cromosoma Y es el desarrollo,de nuestro dimorfismo sexual. Lo que controla el cromosoma Y es el desarrollode la glándula que produce hormonas sexuales masculinas. Existen tres categorías,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,LO que X es Y == X verbo Y ||| similaire à H37,True,CHECK PATRON,el_ART_el cromosoma_NC_cromosoma Y_ALFS_Y es_VSfin_ser el_ART_el desarrollo_NC_desarrollo,ART NC ALFS VSfin ART NC,True,False,1
H01,H1_medicine_32,both,"['órganos', 'genitales', 'externos', 'órganos sexuales', 'órganos sexuales internos']",['órganos'],los órganos sexuales internos Los genitales externos son los órganos,"capacidad de producir óvulos. Figura Desarrollo de los órganos sexuales internos Los genitales externos son los órganossexuales visibles e incluyen el pene y el escroto en varones,",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,contexte long,False,CHECK PATRON,los_ART_el órganos_NC_órgano sexuales_ADJ_sexual internos_ADJ_interno Los_ART_el genitales_NC_genital externos_ADJ_externo son_VSfin_ser los_ART_el órganos_NC_órgano,ART NC ADJ ADJ ART NC ADJ VSfin ART NC,True,False,1
H01,H1_medicine_33,both,"['genitales', 'externos', 'hormonas', 'hormonas gonadotropas']",['hormona'],los genitales externos Las dos hormonas gonadotropas son la hormona,"feminización de los órganos sexuales internos y de los genitales externos Las dos hormonas gonadotropas son la hormonafolículo-estimulante (HFE) y la hormona luteinizante (HL),",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,los_ART_el genitales_NC_genital externos_ADJ_externo Las_ART_el dos_CARD_dos hormonas_NC_hormona gonadotropas_ADJ_gonadotropas son_VSfin_ser la_ART_el hormona_NC_hormona,ART NC ADJ ART CARD NC ADJ VSfin ART NC,True,False,1
H01,H1_medicine_34,both,"['ciclos', 'menstruales', 'ciclos', 'ciclos menstruales']",['crecimiento'],los ciclos menstruales de los ciclos estrales es el crecimiento,diferente). La característica principal que distingue los ciclos menstruales de los ciclos estrales es el crecimientoy la pérdida mensuales de la mucosa uterina. Las otras características,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,los_ART_el ciclos_NC_ciclo menstruales_ADJ_menstrual de_PREP_de los_ART_el ciclos_NC_ciclo estrales_ADJ_estrales es_VSfin_ser el_ART_el crecimiento_NC_crecimiento,ART NC ADJ PREP ART NC ADJ VSfin ART NC,False,True,1
H01,H1_medicine_35,left,"['actividad', 'sexual', 'actividad sexual']",[None],actividad sexual del gallinero era obra,preguntó al granjero si la continua y vigorosa actividad sexual del gallinero era obrade un único gallo. La respuesta fue que sí. «,« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,passé,False,,actividad_NC_actividad sexual_ADJ_sexual del_PDEL_del gallinero_NC_gallinero era_VSfin_ser obra_NC_obra,NC ADJ PDEL NC VSfin NC,False,True,1
H01,H1_medicine_36,left,"['medio', 'medio interno']",[None],La constancia del medio interno es una condición,"francés Claude Bernard (1813-1878), « La constancia del medio interno es una condiciónnecesaria para una vida libre». Esta conocida cita dice sucintamente",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,La_NP_La constancia_NC_constancia del_PDEL_del medio_NC_medio interno_ADJ_interno es_VSfin_ser una_ART_un condición_NC_condición,NP NC PDEL NC ADJ VSfin ART NC,False,True,1
H01,H1_medicine_37,both,"['proceso', 'evolutivo', 'proceso evolutivo']",['capacidad'],el proceso evolutivo ha sido la capacidad,". En esencia, lo que ha logrado el proceso evolutivo ha sido la capacidadpara producir nuestra propia agua marina que rodea o baña nuestras células",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,el_ART_el proceso_NC_proceso evolutivo_ADJ_evolutivo ha_VHfin_haber sido_VSadj_ser la_ART_el capacidad_NC_capacidad,ART NC ADJ VHfin VSadj ART NC,False,True,1
H01,H1_medicine_38,both,['sistema'],['temperatura'],sistema es la temperatura,a través de un termostato. La variable sistema es la temperaturadel aire de la habitación y el detector de esta variable es,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,sistema_NC_sistema es_VSfin_ser la_ART_el temperatura_NC_temperatura,NC VSfin ART NC,False,False,7
H01,H1_medicine_39,both,"['detector', 'variable']",['termostato'],el detector de esta variable es el termostato,la temperatura del aire de la habitación y el detector de esta variable es el termostato. Este dispositivo puede ajustarse de modo que los contactos de un,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,el_ART_el detector_NC_detector de_PREP_de esta_DM_este variable_NC_variable es_VSfin_ser el_ART_el termostato_NC_termostato,ART NC PREP DM NC VSfin ART NC,False,True,1
H01,H1_medicine_40,both,"['feedback', 'feedback negativo']",['característica'],El feedback negativo es una característica,y hace que éste apague el calentador. El feedback negativo es una característicaesencial de todos los sistemas reguladores. En este capítulo y en,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,El_ART_el feedback_NC_feedback negativo_ADJ_negativo es_VSfin_ser una_ART_un característica_NC_característica,ART NC ADJ VSfin ART NC,False,False,16
H01,H1_medicine_41,both,['resto'],['fluido'],El resto es fluido,"porción fluida del citoplasma de las células. El resto es fluidoextracelular, que incluye el fluido intravascular (el plasma sanguíneo)",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,El_ART_el resto_NC_resto es_VSfin_ser fluido_NC_fluido,ART NC VSfin NC,False,False,11
H01,H1_medicine_42,both,['vasopresina'],['hormona'],La vasopresina es una hormona,que los fisiólogos utilizan con más frecuencia. La vasopresina es una hormonapeptídica secretada por la neurohipófisis. Se produce en los cuerpos celulares,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,La_ART_el vasopresina_NC_vasopresina es_VSfin_ser una_ART_un hormona_NC_hormona,ART NC VSfin ART NC,False,False,22
H01,H1_medicine_43,both,"['términos', 'sed', 'osmótica', 'sed osmótica']",['volémica'],los términos sed osmótica y sed volémica,", para describir ambas posibilidades, han adoptado los términos sed osmótica y sed volémica(Fitzsimons, 1972, Epstein, 1973). El término",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,los_ART_el términos_NC_término sed_VSfin_ser osmótica_ADJ_osmótico y_CC_y sed_VSfin_ser volémica_NC_volémica,ART NC VSfin ADJ CC VSfin NC,False,True,1
H01,H1_medicine_44,both,['osmorreceptores'],['neuronas'],Verney sugirió que los osmorreceptores eran neuronas,véase la figura 12. 6). Verney sugirió que los osmorreceptores eran neuronascuya tasa de respuesta se veía afectada por su nivel de hidratación,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,auteur,False,,Verney_NP_Verney sugirió_VLfin_sugerir que_CQUE_que los_ART_el osmorreceptores_NC_osmorreceptores eran_VSfin_ser neuronas_NC_neurona,NP VLfin CQUE ART NC VSfin NC,True,False,1
H01,H1_medicine_45,both,['resultado'],['pérdida'],El resultado neto es una pérdida,procede de los fluidos intersticial e intracelular. El resultado neto es una pérdidade agua de las células. En ningún momento descendió el volumen,« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,El_ART_el resultado_NC_resultado neto_ADJ_neto es_VSfin_ser una_ART_un pérdida_NC_pérdida,ART NC ADJ VSfin ART NC,False,False,16
H01,H1_medicine_46,both,"['estímulo', 'sed', 'osmótica', 'sed osmótica']",['pérdida'],el estímulo que causa la sed osmótica es la pérdida,", Verney había establecido la hipótesis de que el estímulo que causa la sed osmótica es la pérdidade agua de las células del cuerpo. Fitzsimons (1972)",« NON »,NON;Le candidat-marqueur exprime une autre relation.,cause,False,,el_ART_el estímulo_NC_estímulo que_CQUE_que causa_VLfin_causar la_ART_el sed_NC_sed osmótica_ADJ_osmótico es_VSfin_ser la_ART_el pérdida_NC_pérdida,ART NC CQUE VLfin ART NC ADJ VSfin ART NC,False,True,1
H01,H1_medicine_47,both,"['estímulo', 'sed', 'osmótica', 'sed osmótica']",['deshidratación'],el estímulo para la sed osmótica es la deshidratación,"de agua fuera de ellas; así, el estímulo para la sed osmótica es la deshidratacióncelular. Además, Fitzsimons halló que una inyección de urea provocaba",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,el_ART_el estímulo_NC_estímulo para_PREP_para la_ART_el sed_NC_sed osmótica_ADJ_osmótico es_VSfin_ser la_ART_el deshidratación_NC_deshidratación,ART NC PREP ART NC ADJ VSfin ART NC,False,False,3
H01,H1_medicine_48,right,[None],['volémica'],VOLÉMICA La sed volémica,localizados dentro de la barrera hematoencefálica. SED VOLÉMICA La sed volémicase produce cuando el volumen del plasma sanguíneo (el volumen intravascular,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,VOLÉMICA_NC_volémica La_NP_La sed_VSfin_ser volémica_NC_volémica,NC NP VSfin NC,False,True,1
H01,H1_medicine_49,both,['evaporación'],['volémica'],la evaporación produce tanto sed volémica,"y el intravascular. De esta forma, la evaporación produce tanto sed volémicacomo sed osmótica. Si la evaporación fuera el único modo mediante",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,la_ART_el evaporación_NC_evaporación produce_VLfin_producir tanto_ADV_tanto sed_VSfin_ser volémica_NC_volémica,ART NC VLfin ADV VSfin NC,False,True,1
H01,H1_medicine_50,left,"['pérdida', 'sangre', 'pérdida de sangre']",[None],La pérdida de sangre es la causa,sin que el compartimento intersticial quede afectado. La pérdida de sangre es la causamás obvia de la sed volémica pura. Desde la más remota,« NON »,NON;Le candidat-marqueur exprime une autre relation.,cause,False,,"                            La_ART_el pérdida_NC_pérdida de_PREP_de sangre_NC_sangre es_VSfin_ser la_ART_el causa_NC_causa
La_ART_el pérdida_NC_pérdida de_PREP_de sangre_NC_sangre es_VSfin_ser la_ART_el causa_NC_causa más_ADV_más obvia_ADJ_obvio",ART NC PREP NC VSfin ART NC,False,False,6
H01,H1_medicine_51,both,['coloide'],['sustancia'],Un coloide es una sustancia,"su espalda (Fitzsimons, 1961). Un coloide es una sustanciaparecida a la cola (del griego kolla, «goma»",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Un_ART_un coloide_NC_coloide es_VSfin_ser una_ART_un sustancia_NC_sustancia,ART NC VSfin ART NC,False,False,22
H01,H1_medicine_52,right,[None],['hipertónica'],la solución de estas moléculas es hipertónica,"en el espacio bajo la piel. Como la solución de estas moléculas es hipertónica, saca fluido extracelular fuera del tejido. El fluido que sale",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,la_ART_el solución_NC_solución de_PREP_de estas_DM_este moléculas_NC_molécula es_VSfin_ser hipertónica_NC_hipertónica,ART NC PREP DM NC VSfin NC,False,True,1
H01,H1_medicine_53,both,"['flujo', 'sanguíneo', 'flujo sanguíneo']",['pérdida'],reducción de flujo sanguíneo es la pérdida,"les llega. La causa principal de 13 reducción de flujo sanguíneo es la pérdidade volumen sanguíneo; así, estas células detectan la presencia de",« NON »,NON;Le candidat-marqueur exprime une autre relation.,cause,False,,reducción_NC_reducción de_PREP_de flujo_NC_flujo sanguíneo_ADJ_sanguíneo es_VSfin_ser la_ART_el pérdida_NC_pérdida,NC PREP NC ADJ VSfin ART NC,False,True,1
H01,H1_medicine_54,both,"['forma', 'activa']",['angiotensina'],La forma activa es la angiotensina,"rápidamente por un enzima en angiotensina II. La forma activa es la angiotensinaII, que abreviaremos como AII.) La angiotensina II tiene",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,La_ART_el forma_NC_forma activa_ADJ_activo es_VSfin_ser la_ART_el angiotensina_NC_angiotensina,ART NC ADJ VSfin ART NC,False,False,16
H01,H1_medicine_55,left,"['fisiología', 'memoria']",[None],la fisiología de la memoria es el desafío,". Como han indicado muchos investigadores, comprender la fisiología de la memoria es el desafíofundamental de la investigación en neurociencia. El cerebro es complejo,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,la_ART_el fisiología_NC_fisiología de_PREP_de la_ART_el memoria_NC_memoria es_VSfin_ser el_ART_el desafío_NC_desafío,ART NC PREP ART NC VSfin ART NC,False,True,4
