Reference,LeftContext,Pivot,RightContext,presence,candidate_term_left,candidate_term_right,occurrence
1_e00051-plain,"consecuencia, se pueden aplicar las técnicas habituales de optimización.",EL_ART_el Hamiltoniano_NP_Hamiltoniano será_VSfin_ser xxx_NP_xxx,y las condiciones de primer orden que obtenemos son: xxx.,none,[None],[None], EL Hamiltoniano será xxx
1_e00051-plain,productividad. También defendía que una buena medida del aumento de,la_ART_el experiencia_NC_experiencia era_VSfin_ser la_ART_el inversión_NC_inversión,", debido a que "" cada máquina nueva que es producida y",right,[None],['inversión'], la experiencia era la inversión
1_e00051-plain,"estímulos "" (p. 157). Esto implica que",un_ART_un índice_NC_índice de_PREP_de experiencia_NC_experiencia es_VSfin_ser la_ART_el inversión_NC_inversión,"acumulada o, lo que es lo mismo, el stock de",both,['índice'],['inversión'], un índice de experiencia es la inversión
1_e00051-plain,en un modelo AK de crecimiento endógeno. Supongamos ahora que,el_ART_el número_NC_número de_PREP_de empresas_NC_empresa de_PREP_de la_ART_el economía_NC_economía sea_VSfin_ser un_ART_un número_NC_número,"muy elevado xxx, constante. Puesto que xxx es grande,",both,"['número', 'economía']",['número'], el número de empresas de la economía sea un número
1_e00051-plain,"personajes de sangre azul. De acuerdo con el modelo,",la_ART_el unidad_NC_unidad de_PREP_de escala_NC_escala relevante_ADJ_relevante sería_VSfin_ser el_ART_el área_NC_área,en la cual un determinado tipo de conocimiento se desborda. Es,left,"['unidad', 'escala']",[None], la unidad de escala relevante sería el área
1_e00051-plain,"vez mayor. Técnicamente, la razón que está detrás de",los_ART_el efectos_NC_efecto de_PREP_de escala_NC_escala es_VSfin_ser el_ART_el supuesto_NC_supuesto,de que la externalidad depende del volumen agregado de capital. Una,both,"['efectos', 'escala', 'efectos de escala']",['supuesto'], los efectos de escala es el supuesto
1_e00051-plain,implícitos en nuestro argumento se apoyaba en el hecho de que,el_ART_el capital_NC_capital físico_ADJ_físico y_CC_y el_ART_el humano_ADJ_humano eran_VSfin_ser bienes_NC_bien,"similares, en el sentido de que ambos podían ser acumulados a",both,"['capital', 'físico', 'capital físico']",['bienes'], el capital físico y el humano eran bienes
1_e00051-plain,"la misma tecnología. Sin embargo, se podría argumentar que",el_ART_el capital_NC_capital físico_ADJ_físico y_CC_y el_ART_el humano_ADJ_humano son_VSfin_ser bienes_NC_bien,"con unas propiedades enteramente diferenciadas. En particular, la función de",both,"['capital', 'físico', 'capital físico']",['bienes'], el capital físico y el humano son bienes
1_e00051-plain,) parte de una función de producción Cobb-Douglas en la que,los_ART_el factores_NC_factor de_PREP_de producción_NC_producción son_VSfin_ser el_ART_el capital_NC_capital,"físico y el humano, de modo que la producción viene dada",both,"['factores', 'producción', 'factores de producción']",['capital'], los factores de producción son el capital
1_e00051-plain,". Vemos que, en ausencia de externalidades, xxx,",las_ART_el tasas_NC_tasa de_PREP_de crecimiento_NC_crecimiento son_VSfin_ser xxx_NP_xxx,. Es interesante observar que esta expresión es similar a la tasa,left,"['tasas', 'crecimiento', 'tasas de crecimiento']",[None], las tasas de crecimiento son xxx
1_e00051-plain,La única diferencia es que el parámetro de productividad relevante para,el_ART_el crecimiento_NC_crecimiento es_VSfin_ser xxx_NP_xxx,(la productividad del sector educativo) en lugar de xxx (,left,['crecimiento'],[None], el crecimiento es xxx
1_e00051-plain,"estado estacionario. AL margen de este hecho, uno de",los_ART_el descubrimientos_NC_descubrimiento más_ADV_más interesantes_ADJ_interesante es_VSfin_ser la_ART_el aparición_NC_aparición,de un comportamiento asimétrico entre xxx y xxx: la tasa de,left,['más'],[None], los descubrimientos más interesantes es la aparición
1_e00051-plain,relaciona con la tasa agregada de crecimiento de la economía.,El_ART_el elemento_NC_elemento común_ADJ_común de_PREP_de todos_QU_todo esos_DM_ese modelos_NC_modelo es_VSfin_ser la_ART_el existencia_NC_existencia,de empresas dedicadas a la investigación y el desarrollo (I +,both,['modelos'],['existencia'], El elemento común de todos esos modelos es la existencia
1_e00051-plain,"Se entabla pues una guerra tecnológica entre líderes y seguidores,",el_ART_el resultado_NC_resultado de_PREP_de la_ART_el cual_REL_cual es_VSfin_ser el_ART_el progreso_NC_progreso,"tecnológico. Para modelos de escaleras de calidad y crecimiento, véase",both,['resultado'],['progreso'], el resultado de la cual es el progreso
1_e00051-plain,"xxx siendo xxx los bienes intermedios de capital, xxx es",un_ART_un parámetro_NC_parámetro tecnológico_ADJ_tecnológico y_CC_y xxx_NP_xxx es_VSfin_ser el_ART_el trabajo_NC_trabajo,". En otras palabras, la producción se obtiene a partir de",both,['parámetro'],['trabajo'], un parámetro tecnológico y xxx es el trabajo
1_e00051-plain,"no es más que un modelo xxx, en el cual",el_ART_el bien_NC_bien que_CQUE_que se_SE_se acumula_VLfin_acumular es_VSfin_ser el_ART_el número_NC_número,de bienes de capital xxx). Las empresas contratan el trabajo,both,['bien'],['número'], el bien que se acumula es el número
1_e00051-plain,"ecuación (9. 11) indica, pues, que",el_ART_el precio_NC_precio de_PREP_de tales_QU_tal activos_NC_activo es_VSfin_ser un_ART_un margen_NC_margen,"constante sobre el coste marginal, siendo el margen una función de",left,['precio'],[None], el precio de tales activos es un margen
1_e00051-plain,"en el capítulo 7, presenta un efecto de escala.",El_ART_el motivo_NC_motivo es_VSfin_ser que_CQUE_que la_ART_el tecnología_NC_tecnología es_VSfin_ser un_ART_un bien_NC_bien,no rival: el coste de desarrollar un nuevo producto es independiente,both,['tecnología'],['bien'], El motivo es que la tecnología es un bien
1_e00051-plain,"las dos fuerzas opuestas sean del mismo tamaño, tendremos que",los_ART_el costes_NC_coste de_PREP_de I_ALFS_I +_SYM_+ D_ALFS_D son_VSfin_ser constantes_NC_constante,"tal y como ocurre con nuestro modelo, lo que permite generar",none,[None],[None], los costes de I D son constantes
1_e00053-plain,"9 de octubre de 1820: "" Ud. supone que",la_ART_el Economía_NP_Economía Política_ADJ_político es_VSfin_ser una_ART_un investigación_NC_investigación,de la naturaleza y causas de la riqueza -y yo estimo que,none,[None],[None], la Economía Política es una investigación
1_e00053-plain,la producción resultante sobre la suma del costo de factores y,el_ART_el costo_NC_costo de_PREP_de uso_NC_uso es_VSfin_ser la_ART_el ganancia_NC_ganancia,", o, como lo llamaremos, el ingreso del empresario.",both,"['costo', 'uso', 'costo de uso']",['ganancia'], el costo de uso es la ganancia
1_e00053-plain,oportunidad. En este resumen supondremos que el salario nominal y,el_ART_el costo_NC_costo de_PREP_de los_ART_el otros_QU_otro factores_NC_factor son_VSfin_ser constantes_NC_constante,"por unidad de trabajo empleado; pero esta simplificación, de la",left,"['costo', 'factores']",[None], el costo de los otros factores son constantes
1_e00053-plain,cambios en D son compatibles con nuestro supuesto provisional de que,los_ART_el salarios_NC_salario nominales_ADJ_nominal son_VSfin_ser constantes_NC_constante,". Por esta razón será necesario, para realizar una exposición más",left,"['salarios', 'nominales', 'salarios nominales']",[None], los salarios nominales son constantes
1_e00053-plain,a su eficacia en el empleo específico real (que en,la_ART_el mayoría_NC_mayoría de_PREP_de los_ART_el casos_NC_caso es_VSfin_ser la_ART_el suposición_NC_suposición,"realista que debe hacerse), la eficacia descendente del trabajo empleado",both,['casos'],['suposición'], la mayoría de los casos es la suposición
1_e00053-plain,"los casos es la suposición realista que debe hacerse),",la_ART_el eficacia_NC_eficacia descendente_ADJ_descendente del_PDEL_del trabajo_NC_trabajo empleado_VLadj_emplear es_VSfin_ser un_ART_un ejemplo_NC_ejemplo,"sobresaliente del alza del precio de oferta, cuando crece la producción",left,"['descendente', 'trabajo']",[None], la eficacia descendente del trabajo empleado es un ejemplo
1_e00053-plain,1] Dije allí que el cambio en el excedente de,la_ART_el inversión_NC_inversión sobre_PREP_sobre el_ART_el ahorro_NC_ahorro era_VSfin_ser la_ART_el fuerza_NC_fuerza,motora que regia las modificaciones en el volumen de la producción.,left,"['inversión', 'ahorro']",[None], la inversión sobre el ahorro era la fuerza
1_e00053-plain,"plazo "". Esta definición tendría sentido, pero significaría que",un_ART_un excedente_NC_excedente forzado_ADJ_forzado de_PREP_de ahorro_NC_ahorro sería_VSfin_ser un_ART_un fenómeno_NC_fenómeno,"muy raro e inestable, y una deficiencia forzada de ahorro el",both,"['excedente', 'ahorro']",['fenómeno'], un excedente forzado de ahorro sería un fenómeno
1_e00053-plain,alza de la unidad de salarios en términos monetarios (desde,el_ART_el momento_NC_momento en_PREP_en que_CQUE_que esto_DM_este es_VSfin_ser una_ART_un concomitancia_NC_concomitancia,frecuente de la mejoría en la ocupación); y estas tendencias,none,[None],[None], el momento en que esto es una concomitancia
1_e00053-plain,"de interés, que se basó en la idea de que",la_ART_el tasa_NC_tasa de_PREP_de interés_NC_interés era_VSfin_ser el_ART_el factor_NC_factor,"que ponía en equilibrio la oferta y la demanda de ahorros,",both,"['tasa', 'interés', 'tasa de interés']",['factor'], la tasa de interés era el factor
1_e00053-plain,"la función de demanda global. Admitido, pues, que",la_ART_el propensión_NC_propensión a_PREP_a consumir_VLinf_consumir es_VSfin_ser una_ART_un función_NC_función,"bastante estable, de tal manera que, por lo general,",both,"['propensión', 'consumir']",['función'], la propensión a consumir es una función
1_e00053-plain,"la importancia del hecho ya mencionado antes de que, mientras",la_ART_el ocupación_NC_ocupación es_VSfin_ser función_NC_función,"del consumo y la inversión previstos, el consumo es, ceteris",both,['ocupación'],['función'], la ocupación es función
1_e00053-plain,"de paso, que el efecto de la política fiscal sobre",el_ART_el aumento_NC_aumento de_PREP_de riqueza_NC_riqueza ha_VHfin_haber sido_VSadj_ser motivo_NC_motivo,"de importante confusión, que, sin embargo no podemos examinar adecuadamente",left,"['aumento', 'riqueza', 'aumento de riqueza']",[None], el aumento de riqueza ha sido motivo
1_e00053-plain,y procederemos en las secciones siguientes como si los cambios en,el_ART_el valor_NC_valor de_PREP_de las_ART_el inversiones_NC_inversión fueran_VSfin_ser consecuencia_NC_consecuencia,solamente de cambios de la expectativa de sus rendimientos probables y de,both,"['valor', 'inversiones']",['consecuencia'], el valor de las inversiones fueran consecuencia
1_e00053-plain,"gobierna el mercado. En otros tiempos, cuando casi todas",las_ART_el empresas_NC_empresa eran_VSfin_ser propiedad_NC_propiedad,"de los empresarios o de sus amigos y asociados, la inversión",right,[None],['propiedad'], las empresas eran propiedad
1_e00053-plain,esperanzas que indujeron a invertir. Los hombres de negocios jugaban,un_ART_un juego_NC_juego que_CQUE_que era_VSfin_ser una_ART_un mezcla_NC_mezcla,"de habilidad y suerte, cuyo resultado medio para los jugadores es",none,[None],[None], un juego que era una mezcla
1_e00053-plain,", es más antisocial que el fetiche de la liquidez,",la_ART_el doctrina_NC_doctrina según_PREP_según la_ART_el cual_REL_cual es_VSfin_ser una_ART_un virtud_NC_virtud,positiva de las instituciones de inversión concentrar sus recursos en la posesión,left,['doctrina'],[None], la doctrina según la cual es una virtud
1_e00053-plain,grado en el que dedicamos nuestra inteligencia a anticipar lo que,la_ART_el opinión_NC_opinión promedio_NC_promedio espera_VLfin_esperar que_CQUE_que sea_VSfin_ser la_ART_el opinión_NC_opinión,"promedio. Y existen algunos, según creo, que practican los",left,"['promedio', 'opinión promedio']",[None], la opinión promedio espera que sea la opinión
1_e00053-plain,los norteamericanos son capaces de interesarse demasiado por descubrir lo que,la_ART_el opinión_NC_opinión media_ADJ_medio cree_VLfin_crear|creer que_CQUE_que será_VSfin_ser la_ART_el opinión_NC_opinión,media; y esta debilidad nacional encuentra su Némesis en el mercado,left,"['media', 'opinión media']",[None], la opinión media cree que será la opinión
1_e00053-plain,los mercados de artículos distintos a los valores. MODIFICACIONES EN,LOS_ART_el SALARIOS_NC_salario NOMINALES_ADJ_nominal Habría_VHfin_haber sido_VSadj_ser una_ART_un ventaja_NC_ventaja,haber podido examinar los efectos de un cambio en los salarios nominales,right,[None],['ventaja'], LOS SALARIOS NOMINALES Habría sido una ventaja
1_e00053-plain,"2 Si nos referimos a un sistema no cerrado, y",la_ART_el baja_NC_baja de_PREP_de los_ART_el salarios_NC_salario nominales_ADJ_nominal es_VSfin_ser una_ART_un reducción_NC_reducción,relativamente a los salarios nominales en el exterior cuando ambos se convierten,both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'], la baja de los salarios nominales es una reducción
1_e00053-plain,de la propensión a consumir. 4 Si se espera que,la_ART_el baja_NC_baja de_PREP_de los_ART_el salarios_NC_salario nominales_ADJ_nominal sea_VSfin_ser una_ART_un reducción_NC_reducción,"relativamente a los salarios nominales en el futuro, el cambio será",both,"['baja', 'salarios', 'nominales', 'salarios nominales']",['reducción'], la baja de los salarios nominales sea una reducción
1_e00053-plain,fortalecer la demanda efectiva; pero esto sólo podría lograrse por,un_ART_un decreto_NC_decreto administrativo_ADJ_administrativo y_CC_y es_VSfin_ser una_ART_un política_NC_política,poco práctica en un sistema de libre contratación del trabajo. Por,none,[None],[None], un decreto administrativo y es una política
1_e00053-plain,sobre los precios. Entrarán en juego las tendencias opuestas si,la_ART_el cantidad_NC_cantidad de_PREP_de dinero_NC_dinero excedente_ADJ_excedente es_VSfin_ser una_ART_un proporción_NC_proporción,"anormalmente baja del ingreso nacional. Así, el efecto neto de",both,"['cantidad', 'dinero', 'excedente', 'cantidad de dinero']",['proporción'], la cantidad de dinero excedente es una proporción
1_e00053-plain,"accionista "" como el de Estados Unidos en la actualidad,",un_ART_un mercado_NC_mercado de_PREP_de valores_NC_valor al_PAL_al alza_NP_alza puede_VMfin_poder ser_VSinf_ser condición_NC_condición,casi esencial de una propensión a consumir satisfactoria; y esta circunstancia,both,"['mercado', 'valores', 'alza', 'mercado de valores']",['condición'], un mercado de valores al alza puede ser condición
1_e00053-plain,de acuerdo con el punto de vista de quienes sostienen que,la_ART_el sobreinversión_NC_sobreinversión es_VSfin_ser la_ART_el característica_NC_característica,"del auge, que el único remedio posible para la siguiente depresión",both,['sobreinversión'],['característica'], la sobreinversión es la característica
1_e00053-plain,"puro desperdicio de recursos. [4] Además, aunque",la_ART_el sobreinversión_NC_sobreinversión en_PREP_en este_DM_este sentido_NC_sentido fuera_VSfin_ser una_ART_un característica_NC_característica,"normal del auge, el remedio no estaría en imponer de súbito",both,"['sobreinversión', 'sentido']",['característica'], la sobreinversión en este sentido fuera una característica
1_e00053-plain,"dura, impide que esta tasa sea un obstáculo real.",El_ART_el auge_NC_auge es_VSfin_ser una_ART_un situación_NC_situación,tal que el exceso de optimismo triunfa sobre una tasa de interés,left,['auge'],[None], El auge es una situación
1_e00053-plain,mayor producción lo que provoca el incremento del ahorro; y,el_ART_el alza_NC_alza de_PREP_de los_ART_el precios_NC_precio sólo_ADV_sólo es_VSfin_ser un_ART_un subproducto_NC_subproducto,"del aumento de productos, que igual ocurrirá, si no hay",both,"['alza', 'precios']",['subproducto'], el alza de los precios sólo es un subproducto
1_e00053-plain,he dicho que el nuevo sistema podría ser más favorable a,la_ART_el paz_NC_paz que_CQUE_que lo_PPC_él ha_VHfin_haber sido_VSadj_ser el_ART_el viejo_NC_viejo,. Vale la pena repetir y subrayar ese aspecto. La guerra,right,[None],['viejo'], la paz que lo ha sido el viejo
1_e00079-plain,lamentables consecuencias de la anterior argumentación. Primera: puesto que,la_ART_el historia_NC_historia es_VSfin_ser una_ART_un fuente_NC_fuente,"importante -aunque no la única- del material del economista, y puesto",both,['historia'],['fuente'], la historia es una fuente
1_e00079-plain,"del material del economista, y puesto que, además,",el_ART_el economista_NC_economista mismo_ADJ_mismo es_VSfin_ser un_ART_un producto_NC_producto,"de su propia época y de todo el tiempo anterior, el",both,"['economista', 'mismo']",['producto'], el economista mismo es un producto
1_e00079-plain,": hemos de registrar resueltamente el hecho de que, como",la_ART_el historia_NC_historia económica_ADJ_económico es_VSfin_ser una_ART_un parte_NC_parte,"de la economía, las técnicas del historiador son como pasajeros en",left,"['historia', 'historia económica']",[None], la historia económica es una parte
1_e00079-plain,"programa. Pero reconoceremos, en principio al menos, que",los_ART_el métodos_NC_método estadísticos_ADJ_estadístico son_VSfin_ser parte_NC_parte,"de los instrumentos del análisis económico, aunque no hayan sido construidos",left,"['métodos', 'estadísticos', 'métodos estadísticos']",[None], los métodos estadísticos son parte
1_e00079-plain,"teniendo en cuenta las observaciones hechas, sin embargo, desde",un_ART_un punto_NC_punto de_PREP_de vista_NC_vista estrictamente_ADV_estricto lógico_ADJ_lógico son_VSfin_ser creaciones_NC_creación,libres del análisis. [10] Difieren de las hipótesis de,left,"['punto', 'estrictamente']",[None], un punto de vista estrictamente lógico son creaciones
