Reference,LeftContext,Pivot,RightContext,presence,candidate_term_left,candidate_term_right,occurrence
1_e00053-plain,que puedan ser válidos y significativos dentro de ciertos límites; pero,el_ART_el lugar_NC_lugar propio_ADJ_propio de_PREP_de conceptos_NC_concepto tales_QU_tal como_CSUBX_como la_ART_el producción_NC_producción,real y neta y el nivel general de precios queda dentro del,both,['conceptos'],['producción'], el lugar propio de conceptos tales como la producción
1_e00053-plain,que analicemos la producción de las empresas o industrias concretas aisladamente y,"el_ART_el uso_NC_uso de_PREP_de conceptos_NC_concepto vagos_ADJ_vago,_CM_, tales_QU_tal como_CSUBX_como el_ART_el volumen_NC_volumen","de producción total, la cantidad del equipo de capital como un",both,"['uso', 'conceptos', 'uso de conceptos']",['volumen'], el uso de conceptos vagos tales como el volumen
1_e00053-plain,"motivará un nivel de ocupación N,. Por tanto, si",la_ART_el relación_NC_relación entre_PREP_entre ocupación_NC_ocupación y_CC_y producción_NC_producción es_VSfin_ser tal_QU_tal que_CQUE_que una_ART_un ocupación_NC_ocupación,"N, da una producción de 0, en la que 0",both,"['relación', 'ocupación', 'producción']",['ocupación'], la relación entre ocupación y producción es tal que una ocupación
1_e00053-plain,"determinado medio, cierto volumen total de ocupación será distribuido invariablemente en",una_ART_un forma_NC_forma única_ADJ_único entre_PREP_entre las_ART_el industrias_NC_industria de_PREP_de tal_QU_tal manera_NC_manera,"que N, sea función de N, la simplificación puede llevarse",left,"['forma', 'industrias']",[None], una forma única entre las industrias de tal manera
1_e00053-plain,"Así, por excedente del ahorro sobre la inversión quería decir que",la_ART_el escala_NC_escala de_PREP_de producción_NC_producción era_VSfin_ser tal_QU_tal que_CQUE_que los_ART_el empresarios_NC_empresario,estaban obteniendo una ganancia inferior a la normal como propietarios del equipo,both,"['escala', 'producción', 'escala de producción']",['empresarios'], la escala de producción era tal que los empresarios
1_e00053-plain,excedente mayor del ahorro sobre la inversión entendía que se estaban reduciendo,las_ART_el ganancias_NC_ganancia reales_ADJ_real de_PREP_de tal_QU_tal manera_NC_manera,que los empresarios tendrían motivo para contraer la producción. Ahora pienso,left,"['ganancias', 'reales']",[None], las ganancias reales de tal manera
1_e00053-plain,"que allí usé este último término, pero ya no confío en",la_ART_el existencia_NC_existencia de_PREP_de tal_QU_tal afinidad_NC_afinidad,", como antes supuse. En todo caso, estoy seguro de",left,['existencia'],[None], la existencia de tal afinidad
1_e00053-plain,banco tienen manera de ingeniarse para efectuar una operación mediante la cual,los_ART_el ahorros_NC_ahorro pueden_VMfin_poder desaparecer_VLinf_desaparecer del_PDEL_del sistema_NC_sistema bancario_ADJ_bancario en_PREP_en tal_QU_tal forma_NC_forma,"que se pierden para la inversión; o, al contrario,",both,"['ahorros', 'bancario', 'sistema bancario']",['forma'], los ahorros pueden desaparecer del sistema bancario en tal forma
1_e00053-plain,"simultáneamente cualquier suma dada. Todo intento de ahorrar más, reduciendo","el_ART_el consumo_NC_consumo,_CM_, afectará_VLfin_afectar de_PREP_de tal_QU_tal modo_NC_modo",los ingresos que necesariamente se anulará por sí mismo. Por supuesto,both,"['consumo', 'afectará']",['modo'], el consumo afectará de tal modo
1_e00053-plain,"global. Admitido, pues, que la propensión a consumir es","una_ART_un función_NC_función bastante_ADV_bastante estable_ADJ_estable,_CM_, de_PREP_de tal_QU_tal manera_NC_manera","que, por lo general, el monto del consumo, en",left,"['función', 'estable']",[None], una función bastante estable de tal manera
1_e00053-plain,los jugadores. También debemos añadir que hay varios factores que comprometen,el_ART_el predominio_NC_predominio de_PREP_de tales_QU_tal individuos_NC_individuo,en los mercados de inversión modernos. La inversión basada en las,both,['predominio'],['individuos'], el predominio de tales individuos
1_e00053-plain,solamente será adecuada cuando el cálculo razonable esté apuntalado y soportado por,"la_ART_el energía_NC_energía animal_NC_animal,_CM_, de_PREP_de tal_QU_tal manera_NC_manera",que la idea de pérdidas finales que a menudo detiene a los,none,[None],[None], la energía animal de tal manera
1_e00053-plain,"que encontrarse, si acaso, en que los factores que controlan",la_ART_el cantidad_NC_cantidad de_PREP_de dinero_NC_dinero estuvieran_VEfin_estar determinados_VLadj_determinar de_PREP_de tal_QU_tal modo_NC_modo,que siempre existiera algún nivel de salarios nominales en el cual la,both,"['cantidad', 'dinero', 'determinados', 'cantidad de dinero']",['modo'], la cantidad de dinero estuvieran determinados de tal modo
1_e00053-plain,"para conseguir su objeto, y parcialmente en que Australia no es","un_ART_un sistema_NC_sistema cerrado_ADJ_cerrado,_CM_, de_PREP_de tal_QU_tal manera_NC_manera",que el nivel de los salarios nominales era por sí mismo una,left,['sistema cerrado'],[None], un sistema cerrado de tal manera
1_e00053-plain,de los rendimientos decrecientes en periodos cortos. Tenemos ocupación plena cuando,la_ART_el producción_NC_producción ha_VHfin_haber subido_VLadj_subir a_PREP_a un_ART_un nivel_NC_nivel tal_QU_tal que_CQUE_que el_ART_el rendimiento_NC_rendimiento,marginal de una unidad representativa de los factores de la producción ha,both,"['producción', 'nivel']",['rendimiento'], la producción ha subido a un nivel tal que el rendimiento
1_e00053-plain,"remuneraciones monetarias, y que no hay motivo correspondiente para oponerse a",un_ART_un aumento_NC_aumento de_PREP_de éstas_DM_este._FS_. Tal_QU_tal supuesto_NC_supuesto,"está evidentemente bien fundado en los hechos, debido a la circunstancia",both,['aumento'],['supuesto'], un aumento de éstas Tal supuesto
1_e00053-plain,"parezcan recomendables nuevas inversiones. Pero, como lo hemos visto,",las_ART_el bases_NC_base para_CSUBI_para hacer_VLinf_hacer tales_QU_tal expectativas_NC_expectativa,"son muy precarias. Estando apoyadas en pruebas variables e inseguras,",right,[None],['expectativas'], las bases para hacer tales expectativas
1_e00053-plain,"mientras dura, impide que esta tasa sea un obstáculo real.",El_ART_el auge_NC_auge es_VSfin_ser una_ART_un situación_NC_situación tal_QU_tal que_CQUE_que el_ART_el exceso_NC_exceso,de optimismo triunfa sobre una tasa de interés que mirada en frío,left,['auge'],[None], El auge es una situación tal que el exceso
1_e00053-plain,"existiría, a la larga, excepto en el caso de que",la_ART_el propensión_NC_propensión individual_ADJ_individual a_PREP_a consumir_VLinf_consumir demostrara_VLfin_demostrar ser_VSinf_ser de_PREP_de tal_QU_tal carácter_NC_carácter,"que el ahorro neto, en condiciones de ocupación plena, terminara",left,"['propensión', 'individual', 'consumir', 'ser']",[None], la propensión individual a consumir demostrara ser de tal carácter
1_e00053-plain,"personal determinará lo que se produce, en que proporciones se combinarán",los_ART_el factores_NC_factor de_PREP_de la_ART_el producción_NC_producción con_PREP_con tal_QU_tal fin_NC_fin,y cómo se distribuirá entre ellos el valor del producto final.,left,"['factores', 'producción']",[None], los factores de la producción con tal fin
1_e00079-plain,difundido- creer que la única o la principal tarea del teórico de,la_ART_el economía_NC_economía consiste_VLfin_consistir en_PREP_en formular_VLinf_formular tales_QU_tal hipótesis_NC_hipótesis,"(en el aire o el vacío, podría sentir alguien la",both,['economía'],['hipótesis'], la economía consiste en formular tales hipótesis
1_e00079-plain,"Pero su mérito no se caracteriza suficientemente con llamarle "" Colón de","los_ART_el registros_NC_registro de_PREP_de mortalidad_NC_mortalidad ""_QT_""._FS_. Tal_QU_tal vez_NC_vez",fuera más meritorio todavía el haber mostrado una percepción de la naturaleza,none,[None],[None], los registros de mortalidad Tal vez
1_e00079-plain,"un político, elegido tres veces al parlamento y violento enemigo de","los_ART_el whigs_NC_whigs,_CM_, más_ADV_más que_CQUE_que tory_NC_tory violento_ADJ_violento;_SEMICOLON_; tal_QU_tal vez_NC_vez","sea ese rasgo, y los efectos de ese rasgo en algunos",left,"['whigs', 'más']",[None], los whigs más que tory violento tal vez
1_e00079-plain,"Llamemos p al valor en dólares del producto nacional neto, w","la_ART_el masa_NC_masa total_ADJ_total de_PREP_de los_ART_el salarios_NC_salario,_CM_, de_PREP_de tal_QU_tal modo_NC_modo","que los beneficios totales (identificados por Thunen, 'como por",both,"['total', 'salarios']",['modo'], la masa total de los salarios de tal modo
1_e00079-plain,6] Por eso no puede sorprender que los primeros años de,la_ART_el década_NMEA_década de_PREP_de 1930_CODE_@card@ fueran_VSfin_ser fecundos_ADJ_fecundo en_PREP_en tales_QU_tal esquemas_NC_esquema,"agregativos, que componen la macrodinámica de R. Frisch. [",both,['década'],['esquemas'], la década de fueran fecundos en tales esquemas
