Reference,LeftContext,Pivot,RightContext,presence,candidate_term_left,candidate_term_right,occurrence
1_e00010-plain,"y Ascat-Previsió), una sociedad de cartera (Invercartera),",una_ART_un compañía_NC_compañía de_PREP_de leasing_NC_leasing (_LP_(Liscat_NP_Liscat)_RP_),", una compañía de factoring (Factorcat), una agencia de",left,['leasing'],[None], una compañía de leasing Liscat
1_e00010-plain,"(Invercartera), una compañía de leasing (Liscat),",una_ART_un compañía_NC_compañía de_PREP_de factoring_NC_factoring (_LP_(Factorcat_NP_Factorcat)_RP_),", una agencia de valores (Valorcat), una sociedad de",left,['factoring'],[None], una compañía de factoring Factorcat
1_e00010-plain,", una compañía de factoring (Factorcat), una agencia de",valores_NC_valor (_LP_(Valorcat_NP_Valorcat)_RP_),", una sociedad de servicios generales (Servicat), una compañía",left,['valores'],[None], valores Valorcat
1_e00010-plain,"(Factorcat), una agencia de valores (Valorcat),",una_ART_un sociedad_NC_sociedad de_PREP_de servicios_NC_servicio generales_ADJ_general (_LP_(Servicat_NP_Servicat)_RP_),", una compañía de seguridad (Segurcat), dos sociedades de",left,['generales'],[None], una sociedad de servicios generales Servicat
1_e00010-plain,"Valorcat), una sociedad de servicios generales (Servicat),",una_ART_un compañía_NC_compañía de_PREP_de seguridad_NC_seguridad (_LP_(Segurcat_NP_Segurcat)_RP_),", dos sociedades de promoción inmobiliaria (Procat y Procam) y",none,[None],[None], una compañía de seguridad Segurcat
1_e00010-plain,"Servicat), una compañía de seguridad (Segurcat), dos",sociedades_NC_sociedad de_PREP_de promoción_NC_promoción inmobiliaria_ADJ_inmobiliario (_LP_(Procat_NP_Procat y_CC_y Procam_NP_Procam)_RP_),"y una sociedad de distribución comercial (Barnasud). Finalmente,",none,[None],[None], sociedades de promoción inmobiliaria Procat y Procam
1_e00010-plain,", dos sociedades de promoción inmobiliaria (Procat y Procam) y",una_ART_un sociedad_NC_sociedad de_PREP_de distribución_NC_distribución comercial_ADJ_comercial (_LP_(Barnasud_NP_Barnasud)_RP_),". Finalmente, dentro de la contribución que anualmente realiza al desarrollo",left,['distribución'],[None], una sociedad de distribución comercial Barnasud
1_e00010-plain,"a partir de 250. 000 ptas.), se reciben",intereses_NC_interés como_CSUBX_como las_ART_el libretas_NC_libreta de_PREP_de ahorro_NC_ahorro (_LP_(tarifa_NC_tarifa estándar_ADJ_standard)_RP_),. - Disponibilidad inmediata. - Facilidad para efectuar pagos a terceros,left,"['intereses', 'ahorro']",[None], intereses como las libretas de ahorro tarifa estándar
1_e00018-plain,INDIVIDUALES DE JUBILACIÓN Para afrontar la jubilación con unas pensiones hechas a,"medida_NC_medida,_CM_, el_ART_el PLA_NP_PLA DE_PREP_de FUTUR_NP_FUTUR (_LP_(Plan_NC_plan de_PREP_de Futuro_NC_futuro)_RP_)","permite que cada uno pueda elegir la cantidad, la periodicidad y",none,[None],[None], medida el PLA DE FUTUR Plan de Futuro
1_e00032-plain,CONTRATO DE FUTUROS SOBRE BONO NOCIONAL A TRES AÑOS.,"CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Marzo_NC_marzo,_CM_, 1996_CARD_@card@)_RP_)",INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,none,[None],[None], CONDICIONES GENERALES Marzo
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,completo. CONTRATO DE OPCIÓN SOBRE EL FUTURO BONO NOCIONAL A 3,"AÑOS_NC_año CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Abril_NC_abril,_CM_, 1992_CARD_@card@)_RP_)",INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Opción sobre,none,[None],[None], AÑOS CONDICIONES GENERALES Abril
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,de cincuenta puntos. CONTRATO DE FUTUROS SOBRE BONO NOCIONAL A DIEZ,"AÑOS_NC_año CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Marzo_NC_marzo,_CM_, 1996_CARD_@card@)_RP_)",INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,none,[None],[None], AÑOS CONDICIONES GENERALES Marzo
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,completo. CONTRATO DE OPCIÓN SOBRE EL FUTURO BONO NOCIONAL A DIEZ,"AÑOS_NC_año CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Abril_NC_abril,_CM_, 1992_CARD_@card@)_RP_)",INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Opción sobre,none,[None],[None], AÑOS CONDICIONES GENERALES Abril
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,DE OPCIÓN DE VENCIMIENTO MENSUAL SOBRE EL FUTURO BONO NOCIONAL A DIEZ,AÑOS_NC_año CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Marzo_NC_marzo 1996_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Opción de,none,[None],[None], AÑOS CONDICIONES GENERALES Marzo
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,de cincuenta puntos. CONTRATO DE FUTUROS SOBRE TIPO DE INTERÉS DE,DEPÓSITO_NC_depósito INTERBANCARIO_ADJ_interbancario A_ALFS_A NOVENTA_CARD_noventa DÍAS_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'90_CARD_@card@ PLUS_PE_plus)_RP_),CONDICIONES GENERALES (Junio 1995) INTRODUCCIÓN Estas Condiciones Generales recogen las,none,[None],[None], DEPÓSITO INTERBANCARIO A NOVENTA DÍAS MIBOR PLUS
1_e00032-plain,DE DEPÓSITO INTERBANCARIO A NOVENTA DÍAS (MIBOR '90 PLUS),CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1995_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,none,[None],[None], CONDICIONES GENERALES Junio
1_e00032-plain,INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,Depósito_NC_depósito Interbancario_ADJ_interbancario a_PREP_a noventa_CARD_noventa días_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'90_CARD_@card@ PLUS_PE_plus)_RP_),tal como requiere el Reglamento del Mercado de Productos Financieros Derivados de,left,"['noventa', 'días']",[None], Depósito Interbancario a noventa días MIBOR PLUS
1_e00032-plain,precio será la que corresponda a una fluctuación de una centésima de,punto_NC_punto porcentual_ADJ_porcentual del_PDEL_del índice_NC_índice (_LP_(punto_NC_punto básico_ADJ_básico)_RP_),. Un punto básico tiene un valor en pesetas de dos mil,both,"['punto', 'índice', 'punto porcentual']","['punto', 'punto básico']", punto porcentual del índice punto básico
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,". CONTRATO DE OPCIÓN SOBRE EL FUTURO "" TIPO DE INTERÉS DE",DEPÓSITO_NC_depósito INTERBANCARIO_ADJ_interbancario A_ALFS_A NOVENTA_CARD_noventa DÍAS_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'90_CARD_@card@ PLUS_PE_plus)_RP_),CONDICIONES GENERALES (Junio 1995) INTRODUCCIÓN Estas Condiciones Generales recogen las,none,[None],[None], DEPÓSITO INTERBANCARIO A NOVENTA DÍAS MIBOR PLUS
1_e00032-plain,DE DEPÓSITO INTERBANCARIO A NOVENTA DÍAS (MIBOR '90 PLUS),CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1995_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Opción sobre,none,[None],[None], CONDICIONES GENERALES Junio
1_e00032-plain,características del Contrato de Opción sobre el Futuro Tipo de Interés de,Depósito_NC_depósito Interbancario_ADJ_interbancario a_PREP_a noventa_CARD_noventa días_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'90_CARD_@card@ PLUS_PE_plus)_RP_),tal como requiere el Reglamento del Mercado de Productos Financieros Derivados de,left,"['noventa', 'días']",[None], Depósito Interbancario a noventa días MIBOR PLUS
1_e00032-plain,3. 1. La opción sobre Futuro Tipo de Interés de,Depósito_NC_depósito Interbancario_ADJ_interbancario a_PREP_a noventa_CARD_noventa días_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'90_CARD_@card@ PLUS_PE_plus)_RP_),tiene como Activo Subyacente un Contrato de Futuros sobre el Tipo de,left,"['noventa', 'días']",[None], Depósito Interbancario a noventa días MIBOR PLUS
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,de veinticinco puntos. CONTRATO DE FUTUROS SOBRE TIPO DE INTERÉS DE,DEPÓSITO_NC_depósito INTERBANCARIO_ADJ_interbancario A_ALFS_A TRESCIENTOS_CARD_trescientos GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1995_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,none,[None],[None], DEPÓSITO INTERBANCARIO A TRESCIENTOS GENERALES Junio
1_e00032-plain,INTRODUCCIÓN Estas Condiciones Generales recogen las características del Contrato de Futuros sobre,Depósito_NC_depósito Interbancario_ADJ_interbancario a_PREP_a trescientos_CARD_trescientos sesenta_CARD_sesenta días_NC_día (_LP_(MIBOR_NP_MIBOR '_QT_'360_CARD_@card@ PLUS_PE_plus)_RP_),tal como requiere el Reglamento del Mercado de Productos Financieros Derivados de,left,['días'],[None], Depósito Interbancario a trescientos sesenta días MIBOR PLUS
1_e00032-plain,precio será la que corresponda a una fluctuación de una centésima de,punto_NC_punto porcentual_ADJ_porcentual del_PDEL_del índice_NC_índice (_LP_(punto_NC_punto básico_ADJ_básico)_RP_),. Un punto básico tiene un valor en pesetas de diez mil,both,"['punto', 'índice', 'punto porcentual']","['punto', 'punto básico']", punto porcentual del índice punto básico
1_e00032-plain,"realizará por el procedimiento de análisis de la cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el Contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,right,[None],"['opciones', 'futuros']", cuenta todos los Contratos opciones y futuros
1_e00032-plain,Y EL FUTURO SOBRE EL BONO NOCIONAL A DIEZ AÑOS NEGOCIADO EN,MEFF_NC_meff RF_NP_RF CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1996_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del contrato de futuros sobre,none,[None],[None], MEFF RF CONDICIONES GENERALES Junio
1_e00032-plain,a un movimiento en un sentido u otro de una centésima de,punto_NC_punto porcentual_ADJ_porcentual del_PDEL_del índice_NC_índice (_LP_(punto_NC_punto básico_ADJ_básico)_RP_),", que multiplicada por el nominal definido de diez millones de pesetas",both,"['punto', 'índice', 'punto porcentual']","['punto', 'punto básico']", punto porcentual del índice punto básico
1_e00032-plain,"Se realizará por el procedimiento de análisis de cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,both,['contratos'],"['opciones', 'futuros']", cuenta todos los contratos opciones y futuros
1_e00032-plain,Y EL FUTURO SOBRE EL BONO NOCIONAL A DIEZ AÑOS NEGOCIADO EN,MEFF_NC_meff RF_NP_RF CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1996_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del contrato de futuros sobre,none,[None],[None], MEFF RF CONDICIONES GENERALES Junio
1_e00032-plain,a un movimiento en un sentido u otro de una centésima de,punto_NC_punto porcentual_ADJ_porcentual del_PDEL_del índice_NC_índice (_LP_(punto_NC_punto básico_ADJ_básico)_RP_),", que multiplicada por el nominal definido de diez millones de pesetas",both,"['punto', 'índice', 'punto porcentual']","['punto', 'punto básico']", punto porcentual del índice punto básico
1_e00032-plain,"Se realizará por el procedimiento de análisis de cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,both,['contratos'],"['opciones', 'futuros']", cuenta todos los contratos opciones y futuros
1_e00032-plain,EL BONO NOCIONAL A DIEZ AÑOS NEGOCIADO EN MEFF RENTA FIJA.,CONDICIONES_NC_condición GENERALES_ADJ_general (_LP_(Junio_NMON_junio 1996_CARD_@card@)_RP_),INTRODUCCIÓN Estas Condiciones Generales recogen las características del contrato de futuros sobre,none,[None],[None], CONDICIONES GENERALES Junio
1_e00032-plain,a un movimiento en un sentido u otro de una centésima de,punto_NC_punto porcentual_ADJ_porcentual del_PDEL_del índice_NC_índice (_LP_(punto_NC_punto básico_ADJ_básico)_RP_),", que multiplicada por el nominal definido de diez millones de pesetas",both,"['punto', 'índice', 'punto porcentual']","['punto', 'punto básico']", punto porcentual del índice punto básico
1_e00032-plain,"Se realizará por el procedimiento de análisis de cartera, teniendo en",cuenta_NC_cuenta todos_QU_todo los_ART_el contratos_NC_contrato (_LP_(opciones_NC_opción y_CC_y futuros_NC_futuro)_RP_),de una misma cartera para hallar el valor positivo o negativo de,both,['contratos'],"['opciones', 'futuros']", cuenta todos los contratos opciones y futuros
1_e00051-plain,"primer lugar, la función de producción neoclásica, por la cual",la_ART_el producción_NC_producción presenta_VLfin_presentar rendimientos_NC_rendimiento constantes_NC_constante de_PREP_de escala_NC_escala (_LP_(RCE_NP_RCE)_RP_),"y rendimientos decrecientes, aunque positivos, de cada uno de los",left,"['producción', 'rendimientos', 'escala', 'rendimientos constantes', 'constantes de escala']",[None], la producción presenta rendimientos constantes de escala RCE
1_e00051-plain,Podemos pensar que lo que importa realmente para la producción no es,el_ART_el número_NC_número de_PREP_de personas_NC_persona (_LP_(trabajo_NC_trabajo en_PREP_en bruto_NC_bruto)_RP_),", sino la cantidad de trabajo corregido por la calidad. La",both,['número'],"['trabajo', 'bruto']", el número de personas trabajo en bruto
1_e00051-plain,per cápita disminuiría por dos razones radicalmente diferentes: debido a que,el_ART_el capital_NC_capital va_VLfin_ir disminuyendo_VLadj_disminuir (_LP_(depreciación_NC_depreciación)_RP_),"y al aumento en el número de "" cápitas "" (crecimiento",both,['capital'],['depreciación'], el capital va disminuyendo depreciación
1_e00051-plain,que el capital va disminuyendo (depreciación) y al aumento en,"el_ART_el número_NC_número de_PREP_de ""_QT_"" cápitas_NC_cápita ""_QT_"" (_LP_(crecimiento_NC_crecimiento de_PREP_de población_NC_población)_RP_)",". [7] A partir de ahora, denotaremos los valores",both,['número'],['crecimiento'], el número de cápitas crecimiento de población
1_e00051-plain,", en la cual la tasa de crecimiento está negativamente relacionada con",el_ART_el tamaño_NC_tamaño relativo_ADJ_relativo de_PREP_de (_LP_(el_ART_el logaritmo_NC_logaritmo de_PREP_de)_RP_),"xxx y xxx. En consecuencia, desde un punto de vista",left,"['tamaño', 'tamaño relativo']",[None], el tamaño relativo de el logaritmo de
1_e00051-plain,se llama progreso técnico ahorrador de capital). Otras innovaciones ahorran,trabajo_NC_trabajo en_PREP_en relación_NC_relación con_PREP_con el_ART_el capital_NC_capital (_LP_(progreso_NC_progreso técnico_ADJ_técnico ahorrador_ADJ_ahorrador de_PREP_de trabajo_NC_trabajo)_RP_),", y otras, finalmente, no reducen el uso de ningún",both,"['trabajo', 'relación', 'capital']","['progreso', 'ahorrador', 'trabajo', 'progreso técnico']", trabajo en relación con el capital progreso técnico ahorrador de trabajo
1_e00051-plain,", y otras, finalmente, no reducen el uso de ningún",factor_NC_factor en_PREP_en relación_NC_relación con_PREP_con los_ART_el demás_QU_demás (_LP_(progreso_NC_progreso técnico_ADJ_técnico neutral_ADJ_neutral o_CC_o insesgado_VLadj_insesgar)_RP_),". Es de destacar, no obstante, que la definición de",both,"['factor', 'relación']","['progreso', 'neutral', 'insesgado', 'progreso técnico', 'progreso técnico neutral']", factor en relación con los demás progreso técnico neutral o insesgado
1_e00051-plain,"se deben a Hicks y Harrod, respectivamente. Hicks indicó que",una_ART_un innovación_NC_innovación tecnológica_ADJ_tecnológico era_VSfin_ser neutral_ADJ_neutral (_LP_(neutralidad_NC_neutralidad de_PREP_de Hicks_NP_Hicks)_RP_),"con respecto al capital y al trabajo, si y sólo si",left,['neutral'],[None], una innovación tecnológica era neutral neutralidad de Hicks
1_e00051-plain,"de progreso técnico insesgado se debe a Harrod. Según ésta,",una_ART_un innovación_NC_innovación tecnológica_ADJ_tecnológico es_VSfin_ser neutral_ADJ_neutral (_LP_(neutralidad_NC_neutralidad de_PREP_de Harrod_NP_Harrod)_RP_),", si las participaciones relativas del capital y del trabajo xxx permanecen",left,['neutral'],[None], una innovación tecnológica es neutral neutralidad de Harrod
1_e00051-plain,su productividad. Un ejemplo de este tipo de avances lo constituyen,las_ART_el mejoras_NC_mejora en_PREP_en los_ART_el programas_NC_programa de_PREP_de ordenador_NC_ordenador (_LP_(software_NC_software informático_ADJ_informático)_RP_),: éstas mejoran el rendimiento de todos los ordenadores existentes. Existen,none,[None],[None], las mejoras en los programas de ordenador software informático
1_e00051-plain,"Los defensores de lo que en aquel momento fue llamado "" nueva","teoría_NC_teoría de_PREP_de la_ART_el inversión_NC_inversión ""_QT_"" (_LP_(tecnologías_NC_tecnología incorporadas_VLadj_incorporar)_RP_)",afirmaban que la inversión en nuevas máquinas tenía el efecto habitual de,both,"['teoría', 'inversión']",['tecnologías'], teoría de la inversión tecnologías incorporadas
1_e00051-plain,xxx es un bien privado provisto por el sector público (véase,Barro_NP_Barro y_CC_y Sala-i-Martin_NP_Sala-i-Martin (_LP_(1992c_NC_1992c)_RP_),para el análisis de algunas de estas extensiones). Si se,none,[None],[None], Barro y Martin 1992c
1_e00051-plain,1962) y Sheshinski (1967). Arrowhabía argumentado en su,día_NC_día que_CQUE_que la_ART_el adquisición_NC_adquisición de_PREP_de conocimientos_NC_conocimiento (_LP_(el_ART_el aprendizaje_NC_aprendizaje)_RP_),estaba vinculada a la experiencia y citaba ejemplos de la industria aeronáutica,left,"['día', 'conocimientos']",[None], día que la adquisición de conocimientos el aprendizaje
1_e00051-plain,"explicar por qué, en los datos, hay poca relación entre",la_ART_el población_NC_población de_PREP_de las_ART_el determinadas_ADJ_determinado unidades_NC_unidad políticas_ADJ_político (_LP_(los_ART_el países_NC_país)_RP_),y las tasas de crecimiento. Otra consecuencia importante del efecto de,left,"['determinadas', 'unidades']",[None], la población de las determinadas unidades políticas los países
1_e00051-plain,"). En su planteamiento, el mundo se divide en dos","países_NC_país,_CM_, uno_CARD_uno desarrollado_VLadj_desarrollar (_LP_(el_ART_el norte_NC_norte)_RP_)",y otro en vías de desarrollo (el sur). También,none,[None],[None], países uno desarrollado el norte
1_e00051-plain,el hecho de que ahora contamos con dos restricciones dinámicas y dos,variables_NC_variable de_PREP_de control_NC_control (_LP_(xxx_NP_xxx y_CC_y xxx_NP_xxx)_RP_),"en lugar de una. Por este motivo, al construir el",left,"['variables', 'variables de control']",[None], variables de control xxx y xxx
1_e00051-plain,"transversalidad. Para que haya una consistencia interna, debe cumplirse que",xxx_NP_xxx (_LP_(el_ART_el capital_NC_capital humano_ADJ_humano medio_ADJ_medio)_RP_),sea igual a xxx (que también es el capital humano medio,right,[None],"['capital', 'medio', 'capital humano', 'capital humano medio']", xxx el capital humano medio
1_e00051-plain,. La única diferencia es que el parámetro de productividad relevante para,el_ART_el crecimiento_NC_crecimiento es_VSfin_ser xxx_NP_xxx (_LP_(la_ART_el productividad_NC_productividad del_PDEL_del sector_NC_sector educativo_ADJ_educativo)_RP_),en lugar de xxx (la productividad del sector de bienes finales,both,['crecimiento'],"['productividad', 'sector educativo', 'productividad del sector', 'productividad del sector educativo']", el crecimiento es xxx la productividad del sector educativo
1_e00051-plain,el crecimiento es xxx (la productividad del sector educativo) en,lugar_NC_lugar de_PREP_de xxx_NP_xxx (_LP_(la_ART_el productividad_NC_productividad del_PDEL_del sector_NC_sector de_PREP_de bienes_NC_bien finales_ADJ_final)_RP_),". Es decir, en este modelo, el sector que realmente",right,[None],"['productividad', 'bienes', 'bienes finales', 'productividad del sector', 'sector de bienes', 'sector de bienes finales']", lugar de xxx la productividad del sector de bienes finales
1_e00053-plain,"y £ 46. 000, 000. [7] Estas",referencias_NC_referencia están_VEfin_estar tomadas_VLadj_tomar de_PREP_de un_ART_un boletín_NC_boletín (_LP_(nº_NC_número 52_CARD_@card@)_RP_),"del National Bureau of Economic Research, en el que se dan",left,['boletín'],[None], referencias están tomadas de un boletín nº
1_e00053-plain,él. Si la naturaleza humana no sintiera la tentación de probar,"suerte_NC_suerte,_CM_, ni_CCNEG_ni satisfacción_NC_satisfacción (_LP_(abstracción_NC_abstracción hecha_VLadj_hacer de_PREP_de la_ART_el ganancia_NC_ganancia)_RP_)","en construir una fábrica, un ferrocarril, una mina o una",right,[None],"['abstracción', 'ganancia']", suerte ni satisfacción abstracción hecha de la ganancia
1_e00053-plain,". Así, al aumentar la producción, se llegará sucesivamente a","una_ART_un serie_NC_serie de_PREP_de ""_QT_"" embotellamientos_NC_embotellamiento ""_QT_"" (_LP_(bottle-necks_NC_bottle-necks)_RP_)",en los que la oferta de determinados bienes deja de ser elástica,left,"['serie', 'embotellamientos']",[None], una serie de embotellamientos necks
1_e00079-plain,"que han adquirido otros nombres a consecuencia de la especialización, como",la_ART_el prehistoria_NC_prehistoria y_CC_y la_ART_el etnología_NC_etnología (_LP_(antropología_NC_antropología)_RP_),. [5] Hay que observar en seguida dos lamentables consecuencias,both,['etnología'],['antropología'], la prehistoria y la etnología antropología
1_e00079-plain,"ello afecta a nuestra presente discusión, es indiferente que llamemos a",las_ART_el cosas_NC_cosa (_LP_(proposiciones_NC_proposición)_RP_),"que se toman como dadas hipótesis, axiomas, postulados, supuestos",right,[None],['proposiciones'], las cosas proposiciones
1_e00079-plain,"axiomas, postulados, supuestos o incluso principios; [9]",las_ART_el cosas_NC_cosa (_LP_(proposiciones_NC_proposición)_RP_),que consideramos haber asentado mediante procedimientos admisibles se llaman teoremas. Como,right,[None],['proposiciones'], las cosas proposiciones
