Reference,LeftContext,Pivot,RightContext,presence,candidate_term_left,candidate_term_right,occurrence
1_e00053-plain,industrias concretas sólo pueden trazarse partiendo de algunos supuestos fijos respecto a,la_ART_el naturaleza_NC_naturaleza de_PREP_de las_ART_el curvas_NC_curva de_PREP_de demanda_NC_demanda y_CC_y oferta_NC_oferta de_PREP_de otras_QU_otro industrias_NC_industria,"y al monto de la demanda global efectiva No se puede,",both,"['curvas', 'demanda', 'curvas de demanda']",['industrias'], la naturaleza de las curvas de demanda y oferta de otras industrias
1_e00053-plain,"tasa de interés. Así, los productos obtenidos del aumento de",producción_NC_producción desanimarán_VLfin_desanimar a_PREP_a los_ART_el empresarios_NC_empresario y_CC_y la_ART_el ocupación_NC_ocupación bajará_VLfin_bajar otra_QU_otro vez_NC_vez,"a su nivel previo, a menos que la propensión marginal a",both,"['producción', 'empresarios']","['ocupación', 'bajará']", producción desanimarán a los empresarios y la ocupación bajará otra vez
1_e00053-plain,aumento de la proporción que el costo de los salarios guarde con,el_ART_el costo_NC_costo primo_ADJ_primo marginal_ADJ_marginal y_CC_y de_PREP_de la_ART_el reacción_NC_reacción de_PREP_de otros_QU_otro elementos_NC_elemento,del costo primo marginal ante la baja en la unidad de salarios,left,"['costo', 'primo', 'marginal', 'costo primo', 'costo primo marginal']",[None], el costo primo marginal y de la reacción de otros elementos
1_e00053-plain,"que no es fortuita, que no fluctúa entre, digamos,",un_ART_un año_NC_año ahora_ADV_ahora y_CC_y diez_CARD_diez años_NC_año en_PREP_en otra_QU_otro ocasión_NC_ocasión,", sino que muestra determinada regularidad habitual entre, digamos, tres",both,['año'],"['años', 'diez años']", un año ahora y diez años en otra ocasión
1_e00053-plain,"la propensión a consumir, sino en tomar medidas drásticas, por",la_ART_el redistribución_NC_redistribución de_PREP_de los_ART_el ingresos_NC_ingreso o_CC_o de_PREP_de otro_QU_otro modo_NC_modo,", para estimular la propensión a consumir. Sin embargo, de",both,['ingresos'],['modo'], la redistribución de los ingresos o de otro modo
1_e00053-plain,"modo, pueden encontrar un desahogo en la crueldad, en temeraria",ambición_NC_ambición de_PREP_de poder_NC_poder y_CC_y autoridad_NC_autoridad y_CC_y otras_QU_otro formas_NC_forma,de engrandecimiento personal. Es preferible que un hombre tiranice su saldo,right,[None],['formas'], ambición de poder y autoridad y otras formas
1_e00053-plain,"propensión a consumir a través de su sistema de impuestos, fijando","la_ART_el tasa_NC_tasa de_PREP_de interés_NC_interés y_CC_y,_CM_, quizá_ADV_quizá,_CM_, por_PREP_por otros_QU_otro medios_NC_medio",". Por otra parte, parece improbable que la influencia de la",left,"['tasa', 'interés', 'tasa de interés']",[None], la tasa de interés y quizá por otros medios
1_e00079-plain,"del débil y defensores de la fe cristiana, mientras que su","comportamiento_NC_comportamiento real_ADJ_real y_CC_y,_CM_, todavía_ADV_todavía más_ADV_más acusadamente_ADV_acusado,_CM_, otros_QU_otro factores_NC_factor",que habían producido y mantenido en existencia la estructura social de su,both,"['comportamiento', 'real']","['más', 'factores']", comportamiento real y todavía más acusadamente otros factores
1_e00079-plain,tienen que presentar un aspecto muy diferente de ése si los contempla,un_ART_un observador_NC_observador situado_VLadj_situar en_PREP_en otro_QU_otro tiempo_NC_tiempo y_CC_y en_PREP_en otra_QU_otro clase_NC_clase,. Marx llamó ideologías [5] a esos sistemas de ideas,right,[None],['clase'], un observador situado en otro tiempo y en otra clase
1_e00079-plain,la estructura social objetiva subyacente; y que tienden a reflejar esas,realidades_NC_realidad de_PREP_de un_ART_un modo_NC_modo característicamente_ADV_característico tendencioso_ADJ_tendencioso o_CC_o deformado_VLadj_deformar._FS_. Otra_QU_otro cuestión_NC_cuestión,es la de si esas realidades se pueden o no se pueden,left,['modo'],[None], realidades de un modo característicamente tendencioso o deformado Otra cuestión
1_e00079-plain,". Durante los siglos XIX y XIII se desarrollaron, partiendo a",veces_NC_vez de_PREP_de esas_DM_ese escuelas_NC_escuela e_CC_y independientemente_ADV_independiente|independientemente en_PREP_en otros_QU_otro casos_NC_caso,", las "" universidades "", asociaciones corporativas de maestros, como",both,['escuelas'],['casos'], veces de esas escuelas e independientemente en otros casos
1_e00079-plain,correcciones) con la jornada de trabajo de dicho hombre. Si,la_ART_el tecnología_NC_tecnología y_CC_y las_ART_el demás_QU_demás condiciones_NC_condición,"de la producción permanecieran rigurosamente invariables, este procedimiento nos podría dar",both,['tecnología'],['condiciones'], la tecnología y las demás condiciones
1_e00079-plain,economometría '. [3] Como 'estadística 'acabó significando,"unas_ART_un veces_NC_vez cuerpos_NC_cuerpo varios_QU_varios de_PREP_de hechos_NC_hecho y_CC_y,_CM_, otras_QU_otro veces_NC_vez",", tipos varios de métodos, no tiene nada de sorprendente que",left,['hechos'],[None], unas veces cuerpos varios de hechos y otras veces
1_e00079-plain,", de la distribución de edad, del status matrimonial, de",la_ART_el mortalidad_NC_mortalidad en_PREP_en las_ART_el ciudades_NC_ciudad y_CC_y en_PREP_en el_ART_el campo_NC_campo y_CC_y de_PREP_de otras_QU_otro cuestiones_NC_cuestión,emparentadas con ésas. Las secciones VIII-XIII están dedicadas a asuntos de,none,[None],[None], la mortalidad en las ciudades y en el campo y de otras cuestiones
1_e00079-plain,la del consumo de carne y la cantidad de oro y de,plata_NC_plata existente_ADJ_existente en_PREP_en Inglaterra_NP_Inglaterra y_CC_y en_PREP_en otros_QU_otro países_NC_país,. CAPÍTULO 2 TRASFONDO POLÍTICO-SOCIAL Durante la última década anterior a la,left,['existente'],[None], plata existente en Inglaterra y en otros países
1_e00079-plain,cátedra era una fundación del arzobispo Whately. Escribió también acerca de,las_ART_el leyes_NC_ley de_PREP_de pobres_ADJ_pobre y_CC_y de_PREP_de otros_QU_otro temas_NC_tema,", pero la única publicación suya que hemos de recordar es:",left,['pobres'],[None], las leyes de pobres y de otros temas
1_e00079-plain,salario maximizará la renta que los trabajadores reciban de su inversión.,"La_ART_el idea_NC_idea tiene_VLfin_tener interesantes_ADJ_interesante implicaciones_NC_implicación y_CC_y se_SE_se puede_VMfin_poder utilizar_VLinf_utilizar,_CM_, entre_PREP_entre otras_QU_otro cosas_NC_cosa",", en ciertos esquemas de participación en beneficios. Pero, como",both,['idea'],['utilizar'], La idea tiene interesantes implicaciones y se puede utilizar entre otras cosas
1_e00079-plain,"que emprendió. A partir de 1821 vagabundeó por el Canadá,",los_ART_el Estados_NC_estado Unidos_NP_Unidos y_CC_y otros_QU_otro países_NC_país,", incluidas las islas Hawai, realizando en todas partes rudos trabajos",none,[None],[None], los Estados Unidos y otros países
1_e00079-plain,a los ideales del Verein -sin duda glorificados con un poco de,filosofía_NC_filosofía y_CC_y otros_QU_otro elementos_NC_elemento,"de la cultura alemana-, no puede sorprendernos que la oferta se",none,[None],[None], filosofía y otros elementos
1_e00079-plain,", plantear la cuestión de si los economistas tienen derecho a emitir",un_ART_un juicio_NC_juicio moral_ADJ_moral o_CC_o de_PREP_de otro_QU_otro tipo_NC_tipo,sobre los fenómenos que analizan. Durante la primera década del siglo,right,[None],['tipo'], un juicio moral o de otro tipo
1_e00079-plain,"Véase al menos la discusión en la Review of Economic Studies,",febrero_NC_febrero de_PREP_de 1934_CARD_@card@ y_CC_y febrero_NC_febrero de_PREP_de 1936_CARD_@card@._FS_. Otro_QU_otro ejemplo_NC_ejemplo,de este tipo de artificio < gadget > es la mediación del,both,['febrero'],['febrero'], febrero de y febrero de Otro ejemplo
1_e00079-plain,y entusiasmo y la capacidad de aferrarse a ella y apartarse de,los_ART_el efectos_NC_efecto perturbadores_ADJ_perturbador de_PREP_de otras_QU_otro ideas_NC_idea científicas_ADJ_científico o_CC_o de_PREP_de otros_QU_otro aspectos_NC_aspecto,de la situación. [7] En su Prólogo y en,left,"['efectos', 'ideas', 'efectos perturbadores']",[None], los efectos perturbadores de otras ideas científicas o de otros aspectos
1_e00079-plain,dinámica con la teoría del crecimiento. Las principales autoridades de nuestro,uso_NC_uso del_PDEL_del léxico_NC_léxico son_VSfin_ser Frisch_NP_Frisch y_CC_y Hicks_NP_Hicks._FS_. Ejemplos_NC_ejemplo destacados_VLadj_destacar de_PREP_de otro_QU_otro uso_NC_uso,"son HARROD (véase particularmente Towards a Dynamic Economics, 1948)",both,['uso'],['uso'], uso del léxico son Frisch y Hicks Ejemplos destacados de otro uso
1_e00091-plain,"los turistas procedieron de cuatro países: Reino Unido, Alemania,",Francia_NP_Francia e_CC_y Italia_NP_Italia)_RP_)._FS_. Por_PREP_por otra_QU_otro parte_NC_parte,", las dos vías utilizadas preferentemente para entrar en España fueron el",none,[None],[None], Francia e Italia Por otra parte
1_e00091-plain,. Electricidad. Alimentación. Construcción. Inversión mobiliaria. Siderometalurgia.,Petróleo_NC_petróleo y_CC_y químicas_NC_química._FS_. Comunicaciones_NC_comunicación._FS_. Otras_QU_otro industrias_NC_industria,y servicios. NOTAS: - Base a 1 de enero de,right,[None],['industrias'], Petróleo y químicas Comunicaciones Otras industrias
