id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H34_economy_14,both,['similitud'],['amígdala'], cuenta su similitud con objetos corrientes amígdala,anatomistas dieron nombre a la mayoría de las estructuras cerebrales teniendo en cuenta su similitud con objetos corrientes amígdalao «almendra»; hipocampo o «caballo de mar»
H34_economy_15,both,"['estructuras', 'óseas']",['cerebro'], El SNC está envuelto en estructuras óseas el cerebro,"periféricos, que constituyen el sistema nervioso periférico (SNP). El SNC está envuelto en estructuras óseas el cerebroestá cubierto por el cráneo, y la médula espinal, por"
H34_economy_16,both,"['arterias', 'cerebro']",['arterias'], arterias irrigan el cerebro las arterias,"cerebelo y del lóbulo temporal izquierdo). Dos conjuntos principales de arterias irrigan el cerebro las arteriasvertebrales se encargan de la porción caudal, y las arterias carótidas"
H34_economy_17,both,"['basal', 'meninges', 'cara basal']",['duramadre'], la cara basal Figura Las meninges duramadre,"ganglios autonómicos. Figura Aporte sanguíneo arterial del cerebro, visto desde la cara basal Figura Las meninges duramadre, membrana aracnoides y piamadre En la primera edición de este libro"
H34_economy_18,left,['meninges'],[None], El SNC está cubierto por las meninges duramadres,"los nervios espinales y craneales, y por los ganglios periféricos. El SNC está cubierto por las meninges duramadresaracnoides y piamadre. El espacio situado bajo la membrana aracnoides está"
H34_economy_19,left,"['obstrucción', 'hidrocefalia']",[None], obstrucción aparece hidrocefalia un aumento,"LCR se bloquea, debido a un tumor o a cualquier otra obstrucción aparece hidrocefalia un aumentodel volumen de los ventrículos, con el consiguiente daño cerebral."
H34_economy_20,both,"['principales', 'encéfalo']",['prosencéfalo'], partes principales del encéfalo el prosencéfalo,"ventrículos, y el tejido que las rodea, en las tres partes principales del encéfalo el prosencéfalo(o cerebro anterior), el mesencéfalo (o cerebro medio"
H34_economy_21,left,"['estructuras', 'rombencéfalo']",[None], estructuras en el rombencéfalo el metencéfalo,"») se estrecha, formando el acueducto cerebral y desarrollándose dos estructuras en el rombencéfalo el metencéfalo(«encéfalo de detrás») y el mielencéfalo («"
H34_economy_22,none,[None],[None], sentidos vista,"neurales producidas en estos órganos. Generalmente se dice que tenemos cinco sentidos vista, oído, olfato, gusto y tacto. En realidad,"
H34_economy_23,left,['estímulos'],[None], estímulos la cuestión,. Todo el mundo está de acuerdo en que podemos detectar estos estímulos la cuestiónes si son o no detectados por sentidos separados. diferentes entre
H34_economy_24,left,"['resto', 'sensoriales']",[None], resto de modalidades sensoriales la audición,"saber cómo trabaja esta modalidad sensorial. El capítulo 7 trata del resto de modalidades sensoriales la audición. La somestesia, el sentido vestibular, el gusto y el"
H34_economy_25,right,[None],['color'], dimensiones el color,". El color de la luz que percibimos viene determinado por tres dimensiones el color, la saturación y la luminosidad. La luz viaja a una"
H34_economy_26,both,['luz'],['color'], dimensiones perceptuales de la luz el color,cortas. Las longitudes de onda determinan la primera de las tres dimensiones perceptuales de la luz el color. El espectro visible muestra el rango de colores que nuestros ojos
H34_economy_27,right,[None],['luminosidad'], dimensión perceptual la luminosidad,"puede variar también en intensidad, lo que corresponde a su segunda dimensión perceptual la luminosidad. Si aumenta la intensidad de la radiación electromagnética, la luminosidad"
H34_economy_28,both,"['capas', 'principales']",['capa'], capas principales la capa,"la retina de un primate, la cual está dividida en tres capas principales la capafotorreceptora, la capa de células bipolares y la capa de células"
H34_economy_29,both,['componentes'],['opsina'], Las moléculas tienen dos componentes una opsina,; un único bastón humano tiene aproximadamente 10 millones de ellas. Las moléculas tienen dos componentes una opsina(una proteína) y retinal (un lípido). Hay
H34_economy_30,both,['constituyentes'],['opsina'], constituyentes la opsina,"la luz una molécula de rodopsina, se rompe en sus dos constituyentes la opsinade los bastones y el retinal. Cuando esto sucede, la"
H34_economy_31,left,"['función', 'sistema', 'nervioso', 'sistema nervioso']",[None], la función esencial del sistema nervioso el control,la fisiología de la percepción. Ahora es el momento de considerar la función esencial del sistema nervioso el controlde la conducta. El cerebro es el órgano que mueve los
H34_economy_32,both,['tipos'],['flexión'], tipos la flexión,"una gran variedad de movimientos, pero nos referiremos principalmente a dos tipos la flexióny la extensión. La contracción de un músculo flexor produce flexión"
H34_economy_33,both,"['proceso', 'siguiente']",['puentes'], El proceso es el siguiente los puentes,a las miofibrillas extraer energía del ATP presente en el citoplasma. El proceso es el siguiente los puentesde cruzamiento de la miosina se ligan alternativamente a las hebras de
H34_economy_34,left,['circuito'],[None], lugar sigamos el circuito los impulsos,circuito neural que constituye el reflejo monosináptico de extensión. En primer lugar sigamos el circuito los impulsosaferentes iniciados en el huso muscular son conducidos a botones terminales de
H34_economy_35,both,['reproducción'],['conducta'], la reproducción la conducta,y hormonal de dos de las conductas sexualmente dimórficas más importantes para la reproducción la conductasexual y la conducta maternal. Desarrollo sexual El sexo cromosómico de
H34_economy_36,both,"['tipos', 'cromosomas', 'cromosomas sexuales', 'tipos de cromosomas']",['cromosoma'], tipos de cromosomas sexuales cromosoma,cuales determinarán si el hijo será niño o niña. Existen dos tipos de cromosomas sexuales cromosomaX y cromosoma Y. Las hembras tienen dos cromosomas X (
H34_economy_37,both,"['órganos', 'órganos sexuales']",['gónadas'], categorías generales de órganos sexuales las gónadas,"desarrollo de la glándula que produce hormonas sexuales masculinas. Existen tres categorías generales de órganos sexuales las gónadas, los órganos sexuales internos y los genitales externos. Las gónadas"
H34_economy_38,left,['efectos'],[None], efectos son permanentes una vez,"de los órganos sexuales y del cerebro de una persona. Estos efectos son permanentes una veziniciada una determinada vía en el curso del desarrollo, ya no"
H34_economy_39,left,['apropiado'],[None], un nombre muy apropiado andros,"del sistema de Wolff. (Este tipo de hormonas también tiene un nombre muy apropiado androssignifica «hombre», y gennan, «producir»."
H34_economy_40,both,"['cromosoma', 'sexual', 'cromosoma sexual']",['cromosoma'], Turner sólo tienen un cromosoma sexual un cromosoma,"de esta afirmación en humanos. Las personas con el síndrome de Turner sólo tienen un cromosoma sexual un cromosomaX (por tanto, en lugar de tener células XX,"
H34_economy_41,both,"['descripción', 'características', 'secundarias', 'femeninas']",['pelo'], descripción excluye dos características secundarias femeninas el pelo,"desarrollo muscular, y ocasiona el crecimiento de los genitales. Esta descripción excluye dos características secundarias femeninas el peloaxilar y el púbico. Estas características no se deben a los"
H34_economy_42,left,"['cromosomas', 'cromosomas sexuales']",[None], los cromosomas sexuales el conjunto,"vinculación social (?) Resumen intermedio El sexo está determinado por los cromosomas sexuales el conjuntoXX produce una hembra, y el XY produce un varón."
H34_economy_43,both,"['fuentes', 'información']",['experimentos'], atención hacia dos fuentes de información los experimentos,"sexuales y el desarrollo del cerebro humano. Hemos de dirigir nuestra atención hacia dos fuentes de información los experimentoscon animales y varios trastornos del desarrollo ovárico en humanos, que"
H34_economy_44,both,['hormona'],['estradiol'], hormona el estradiol,"durante el desarrollo prenatal. La testosterona puede convertirse también en otra hormona el estradiol. Este proceso, denominado aromatización, tiene lugar por acción de"
H34_economy_45,both,"['hormonas', 'gonadales', 'estro', 'hormonas gonadales']",['estradiol'], las hormonas gonadales presentes durante el estro estradiol,"1978). La conducta sexual de los roedores hembra depende de las hormonas gonadales presentes durante el estro estradioly progesterona. En las ratas, el estradiol aumenta unas 40"
H34_economy_46,none,[None],[None], LOS ANDRóGENOS SOBRE LA CONDUCTA MASCULINIZACIÓN,"que afectan a su capacidad de atracción sexual. EFECTOS ORGANIZADORES DE LOS ANDRóGENOS SOBRE LA CONDUCTA MASCULINIZACIÓNY DESFEMINIZACiÓN El dicho "" El impulso de la naturaleza es crear"
H34_economy_47,both,['fenómenos'],['desfeminización'], desarrollo ocurren dos fenómenos desfeminización,si el cerebro de un roedor es expuesto a andrógenos durante su desarrollo ocurren dos fenómenos desfeminizaciónconductual y masculinización conductual. La desfeminización conductual se refiere a los
H34_economy_48,both,"['nuestra', 'conducta', 'ingesta', 'conducta de ingesta']",['ingesta'], través de nuestra conducta de ingesta la ingesta,"el control homeostático de las características vitales de nuestro fluido extracelular a través de nuestra conducta de ingesta la ingestade alimento, de agua y de minerales, tales como el"
H34_economy_49,both,['hormonas'],['aldosterona'], través de dos hormonas la aldosterona,de sodio y de agua que los riñones excretan se controlan a través de dos hormonas la aldosteronay la vasopresina. La excreción de sodio está controlada por la
H34_economy_50,both,"['núcleos', 'hipotálamo']",['núcleo'], núcleos del hipotálamo el núcleo,. Se produce en los cuerpos celulares de neuronas localizadas en dos núcleos del hipotálamo el núcleosupraóptico y el núcleo paraventricular. La hormona se almacena en vesículas
H34_economy_51,both,['hormona'],['diabetes'], la falta de esta hormona la diabetes,"la retención de agua está demostrada por la enfermedad producida precisamente por la falta de esta hormona la diabetesinsípida. Este término significa literalmente «insípido», pues la"
H34_economy_52,both,['compartimentos'],['fluido'], compartimentos de fluidos el fluido,"de un considerable período de tiempo. El cuerpo tiene tres principales compartimentos de fluidos el fluidointracelular, el fluido intersticial y el fluido intravascular. El sodio"
H34_economy_53,both,['órganos'],['área'], órganos el área,ventricular). El lector ya está familiarizado con dos de estos órganos el áreapostrema y la glándula pineal (tratados en los capítulos l y
H34_economy_54,both,['memoria'],['mecanismos'], Aprendizaje y memoria mecanismos,izquierda y redujo la ingesta de agua de los animales. 14 Aprendizaje y memoria mecanismosbásicos Las experiencias nos cambian; lo que encontramos en nuestro entorno
H34_economy_55,both,"['formas', 'básicas', 'formas básicas']",['aprendizaje'], formas básicas aprendizaje,"que controlan el movimiento. El aprendizaje puede adoptar al menos cuatro formas básicas aprendizajeperceptivo, aprendizaje estímulo-respuesta, aprendizaje motor y aprendizaje relacional. Este"
H34_economy_56,right,[None],['condicionamiento'], los psicólogos condicionamiento,estímulo-respuesta incluye dos categorías principales de aprendizajes que han sido estudiadas por los psicólogos condicionamientoclásico y condicionamiento instrumental. El condicionamiento clásico es una forma de
H34_economy_57,both,"['ejemplo', 'simple', 'ejemplo simple']",['respuesta'], un ejemplo simple la respuesta,circuito neural simplificado que podría explicar este tipo de aprendizaje. Utilizaremos un ejemplo simple la respuestadefensiva de parpadeo en el conejo. Un débil soplo de aire
H34_economy_58,left,['interacción'],[None], la interacción con objetos bicicletas,"estímulo-respuesta. Por ejemplo, la mayoría de las destrezas motoras comportan la interacción con objetos bicicletas, máquinas tragaperras, agujas de hacer punto, etc. Incluso"
H34_economy_59,both,"['comprensión', 'habla', 'comprensión del habla']",['mecanismos'], Producción y comprensión del habla mecanismos,"verbal: hablar, entender el habla, leer y escribir. Producción y comprensión del habla mecanismoscerebrales Nuestro conocimiento sobre la fisiología del lenguaje proviene fundamentalmente de la"
H34_economy_60,both,['tipos'],['agramaticalidad'], tipos de déficit agramaticalidad,"de Broca y de las regiones que la rodean producen principalmente tres tipos de déficit agramaticalidad, anomia y dificultades de articulación. Aunque la mayoría de los"
H34_economy_61,none,[None],[None], un aspecto particular de la gramática el orden,dibujo correcto del estudio de Schwartz y sus colegas venía especificado por un aspecto particular de la gramática el ordende las palabras. La agramaticalidad que acompaña a la afasia de
H34_economy_62,both,['mentales'],['trastornos'], Trastornos mentales trastornos,"de palabras (comprensión y producción del habla gramatical) -. Trastornos mentales trastornospor ansiedad, autismo y adicción Hasta hace pocos años, los"
H34_economy_63,both,['trastornos'],['angustia'], trastornos que parecen tener causas biológicas la angustia,infundados y no realistas. En esta sección describiremos dos de estos trastornos que parecen tener causas biológicas la angustiay el trastorno obsesivo compulsivo. TRASTORNO DE ANGUSTIA Descripción Las personas
H34_economy_64,left,"['ansiedad', 'ansiedad anticipatoria']",[None], personas sufren ansiedad anticipatoria el miedo,"crisis de angustia. Entre las diferentes crisis de angustia, muchas personas sufren ansiedad anticipatoria el miedoa sufrir otra crisis de angustia. A menudo, este tipo"
H34_economy_65,both,['trastorno'],['agorafobia'], desarrollo de un grave trastorno fóbico la agorafobia,"angustia. A menudo, este tipo de ansiedad da lugar al desarrollo de un grave trastorno fóbico la agorafobia(agora significa «espacio abierto»). De acuerdo con"
H34_economy_66,both,['sustancias'],['benzodiacepinas'], sustancias citadas las benzodiacepinas,"Gorman y Klein, 1992). Así pues, las tres sustancias citadas las benzodiacepinas, la CCK y la serotonina, parecen estar involucradas en la"
H34_economy_67,left,['musculares'],[None], tics musculares y vocales muecas,". Esta enfermedad, el síndrome de Tourette, se caracteriza por tics musculares y vocales muecasfaciales, ponerse en cuclillas, marcar el ritmo, dar vueltas"
H34_economy_68,both,"['fármacos', 'fármacos eficaces']",['clomipramina'], fármacos eficaces la clomipramina,"la terapia, farmacológica. Hasta ahora, se han identificado tres fármacos eficaces la clomipramina, la fluoxetina y la fluvoxamina. Aunque estos fármacos también son"
H34_economy_69,both,['compulsiones'],['tricotilomanía'], compulsiones interesantes la tricotilomanía,"en la inhibición de las conductas compulsivas se ha subrayado en tres compulsiones interesantes la tricotilomanía, la onicofagia y la acrodermatitis (dermatitis de las extremidades)"
H34_economy_70,both,"['principales', 'defensa principales']",['factores'], defensa principales a saber factores,"difícil. Ante la introducción de los microorganismos intervienen dos mecanismos de defensa principales a saber factoresquímicos solubles de acción destructora, como son las enzimas bactericidas,"
H34_economy_71,both,"['neutrófilo', 'tipos']",['gránulos'], neutrófilo son de tres tipos los gránulos,") (figs. 1-3 y 1-5). Los gránulos del neutrófilo son de tres tipos los gránulosprimarios o azurófilos que contienen mieloperoxidasa, cierta cantidad de lisozima y"
H34_economy_72,left,['infección'],[None], la defensa contra la infección protección,de las células del huésped. Figura 1-2 Las primeras líneas de la defensa contra la infección protecciónen las superficies externas del organismo. Figura 1-3 Células involucradas en
H34_economy_73,both,"['ejemplo', 'clases']",['inmunoglobulina'], ejemplo existen cinco clases inmunoglobulina,"que pueden subdividirse en subclases. En el ser humano, por ejemplo existen cinco clases inmunoglobulinaG xxx. Pueden diferenciarse no sólo por sus secuencias sino también"
H34_economy_74,left,"['alotipo', 'secuencia', 'peptídica']",[None], alotipo presenta la secuencia peptídica xxx,"de la xxx (cuadro 3-1). Un individuo con este alotipo presenta la secuencia peptídica xxxen cada una de sus moléculas de xxx. Otra persona,"
H34_economy_75,both,"['cadenas', 'livianas', 'conejo', 'cadenas livianas']",['animal'], las cadenas livianas de conejo un animal,"Mendel. Por ejemplo, si se toman los alotipos xxx de las cadenas livianas de conejo un animalcon genotipo xxx expresará el alotipo xxx, mientras que un conejo"
H34_economy_76,left,"['reacciones', 'precipitación', 'cubetas', 'adyacentes', 'cubetas adyacentes', 'reacciones de precipitación']",[None], las reacciones de precipitación en cubetas adyacentes las Líneas,líneas múltiples. Las relaciones inmunológicas entre dos antígenos pueden determinarse ubicando las reacciones de precipitación en cubetas adyacentes las Líneasformadas por cada antígeno pueden confluir en su totalidad e indicar identidad
H34_economy_77,left,"['radial', 'simple']",[None], Figura Inmunodifusión radial simple relación,(c) Cruce de Líneas formadas por antígenos no relacionados. Figura Inmunodifusión radial simple relaciónentre concentración de antígeno y tamaño del anillo de precipitina formado.
H34_economy_78,both,"['clases', 'inmunoglobulina', 'clases de inmunoglobulina']",['inmunoglobulina'], clases de inmunoglobulina inmunoglobulina,"fracciones electroforéticas de globulina. Pueden reconocerse tres de las cinco principales clases de inmunoglobulina inmunoglobulinaxxx, inmunoglobulina xxx, e inmunoglobulina xxx. El arco de"
H34_economy_79,left,"['afinidad', 'reacción']",[None], afinidad de la reacción xxx,receptor de un linfocito B estará determinada por la habitual constante de afinidad de la reacción xxxy los reactantes se comportarán de acuerdo con la Ley de Acción
H34_economy_80,left,['secuencia'],[None], secuencia timulina,"de las cuales cuatro han sido bien caracterizadas y estudiadas en su secuencia timulina, xxx y xxx limosina, y timopoyetina (y su pentapéptido"
H34_economy_81,none,[None],[None], campo la incorporación,smegmatis y de BCG. Se han creado grandes expectativas en este campo la incorporaciónde un gen de resistencia a la kanamicina dentro del plásmido proporciona
H34_economy_82,left,"['individuos', 'especies']",[None], individuos y especies Autotrasplante,"rechazo, es útil definir los términos utilizados en los trasplantes entre individuos y especies Autotrasplanteo autoinjerto: tejido reimplantado en el donante original. Isotrasplante o"
H34_economy_83,right,[None],['tejido'], Autotrasplante o autoinjerto tejido,definir los términos utilizados en los trasplantes entre individuos y especies: Autotrasplante o autoinjerto tejidoreimplantado en el donante original. Isotrasplante o isoinjerto: implante entre
H34_economy_84,none,[None],[None], Isotrasplante o isoinjerto implante,: Autotrasplante o autoinjerto: tejido reimplantado en el donante original. Isotrasplante o isoinjerto implanteentre individuos singeneicos (es decir de constitución genética idéntica) tales
H34_economy_85,both,"['después', 'injerto']",['superficie'], días después del injerto la superficie,epitelio y deshidratación de la dermis expuesta. (b) 13 días después del injerto la superficiecostrosa indica destrucción total del injerto. (Cortesía del Prof.
H34_economy_86,left,"['sensibilidad', 'tipo']",[None], sensibilidad tipo V Cap,la superficie de una célula pueden estimular más que destruir (véase sensibilidad tipo V Cap. 10). Esto parece ocurrir en la tirotoxicosis (enfermedad
H34_economy_87,both,"['línea', 'linfocitos', 'línea de linfocitos']",['idiotipo'], la línea de linfocitos T idiotipo,"linfocitaria. Esto sugiere quizá cuatro posibilidades principales para las especificidades de la línea de linfocitos T idiotipoanti-linfocito B, y CMH de clase II autorreactivo ya sea solo"
H34_economy_88,left,['cuadro'],[None], cuadro nota,"clásicas pruebas de aglutinación de látex y de eritrocitos de carnero ( cuadro nota7), y tanto ellos como los pacientes "" sero-negativos """
H34_economy_89,both,['dominios'],['región'], dominios la región,"proteína, una cadena de aminoácidos plegada. Comprende al menos tres dominios la regiónde acoplamiento para una hormona u otro mensajero, el componente que"
H34_economy_90,left,['familia'],[None], una familia numerosa e importante las tirosinaquinasas,"en contacto con los receptores activados (ligados a mensajeros) en una familia numerosa e importante las tirosinaquinasasreceptoras. En cumplimiento de su misión vital, estos receptores transmiten"
H34_economy_91,both,"['componentes', 'vía', 'señalización', 'vía de señalización']",['proteína'], componentes de una vía de señalización una proteína,en una célula de la piel Para evidenciarlo se han coloreado dos componentes de una vía de señalización una proteínade andamiaje (verde) y una de las dos enzimas columpiadas
H34_economy_92,left,"['generación', 'tipos']",[None], generación se agruparan en tres tipos un grupo,"o pocos genes, cabría esperar que los individuos de la última generación se agruparan en tres tipos un grupocuyo comportamiento se pareciera mucho al de la madre, otro muy"
H34_economy_93,both,"['genes', 'cifran', 'proteínas']",['activación'], los genes cifran proteínas la activación,disección genética del comportamiento animal. Los estudios con microorganismos revelaron que los genes cifran proteínas la activaciónde un gen da lugar a la síntesis de la proteína determinada
H34_economy_94,both,"['centros', 'siguientes', 'centros cerebrales']",['lóbulo'], centros cerebrales siguientes el lóbulo,discriminación sexual se alteraba cuando poseía características femeninas alguno de los dos centros cerebrales siguientes el lóbulode la antena o el cuerpo pedunculado (mush-room body).
H34_economy_95,both,['melanogaster'],['ciclos'], melanogaster ciclos,"ya que ese gen respondía de los ritmos circadianos de D. melanogaster ciclosrepetitivos, como el de sueño y vigilia, que son característicos"
H34_economy_96,both,"['alfabeto', 'letras']",['adenilato'], un alfabeto de cuatro letras adenilato,"se llama genoma. Está escrito en forma de nucleótidos, con un alfabeto de cuatro letras adenilato(A), citidilato (C), guanilato (G"
H34_economy_97,both,['entero'],['copia'], entero una copia,"encierra la información. En cada división celular se replica el manual entero una copiapor cada célula resultante. En humanos y ratones, el genoma"
H34_economy_98,both,"['ratones', 'modelos', 'enfermedades', 'enfermedades humanas', 'modelos de enfermedades']",['fibrosis'], ratones modelos de enfermedades humanas fibrosis,"de esto último, se está aplicando la técnica para provocar en ratones modelos de enfermedades humanas fibrosisquística, cáncer y aterosclerosis, por citar algunas. El entusiasmo"
H34_economy_99,both,['células'],['actividad'], las células actividad,"su vez, importantes pistas sobre el papel que ésta desempeña en las células actividadenzimática, componente estructural o molécula transmisora de señales. Pero la"
H34_economy_100,left,"['genética', 'mamíferos']",[None], manera de hacer genética de mamíferos la posibilidad,genes y sus proteínas. La sustitución génica nos ofrece una nueva manera de hacer genética de mamíferos la posibilidadde ver cómo intervienen los genes en los procesos biológicos. Los
H34_economy_101,both,"['mutación', 'homocigotos']",['animales'], mutación produce homocigotos animales,cruzamiento de estos heterocigotos con hermanos o hermanas portadores de la misma mutación produce homocigotos animalescon la mutación dirigida en las dos copias del gen. Estos
H34_economy_102,both,['quimeras'],['ratones'], quimeras ratones,"los tejidos del ratón. Por consiguiente, los recién nacidos son quimeras ratonescompuestos por células derivadas de las ME extrañas y de las células"
H34_economy_103,both,['investigación'],['descubrimientos'], el valor de la investigación básica los descubrimientos,que acabará proporcionando pistas para su tratamiento. Este imprevisto beneficio resalta el valor de la investigación básica los descubrimientosnacidos de la curiosidad suelen llevar a aplicaciones muy prácticas. Los
H34_economy_104,both,"['células', 'organismo']",['linfocitos'], células defensoras del organismo linfocitos,en el desarrollo y el funcionamiento de las dos clases principales de células defensoras del organismo linfocitosB y linfocitos T. Los oncólogas acuden también a ella.
H34_economy_105,both,['marcador'],['gen'], marcador el gen,"cromosoma. En un extremo del vector se ha introducido un segundo marcador el gentk., de herpes (rojo). 2. Vector"
H34_economy_106,both,"['configuración', 'siguiente']",['oligonucleótidos'], la configuración siguiente los oligonucleótidos,", aplicado a una estrategia bloqueadora de la transcripción, proviene de la configuración siguiente los oligonucleótidosque se emplean para detener la transcripción se «abrazan» a"
H34_economy_107,both,"['bases', 'nitrogenadas', 'bases nitrogenadas']",['adenina'], bases nitrogenadas adenina,", un grupo fosfato (PO4) y una de las cuatro bases nitrogenadas adenina(A), guanina (G), citosina (C"
H34_economy_108,left,['unidades'],[None], unidades sin carga los metilfosfonatos,metilo (CH3). Convertían así los fosfatos cargados negativamente en unidades sin carga los metilfosfonatos. De esa manera los oligonucleótidos entraban mejor en las células y
H34_economy_109,both,['cadenas'],['extremo'], las cadenas son antiparalelas el extremo,"y el otro 3 '. En una doble hélice clásica, las cadenas son antiparalelas el extremo5'de una de las cadenas queda junto al extremo 3"
H34_economy_110,both,['dosis'],['oligonucleótidos'], La dosis justa es una de ellas los oligonucleótidos,", hay que añadir aquí las inherentes a los propios fármacos. La dosis justa es una de ellas los oligonucleótidosconstruidos para inhibir la transcripción dentro de las células sólo resultan eficaces"
H34_economy_111,left,"['especies', 'reputaron']",[None], las especies se reputaron irrelevantes el concepto,". Este proceso se consideró tan universal, que las diferencias entre las especies se reputaron irrelevantes el conceptode aprendizaje se aplicó a todos los animales, hombre incluido."
H34_economy_112,both,"['selección', 'natural', 'selección natural']",['aves'], la selección natural las aves,. La remoción de los restos constituye una respuesta automática primada por la selección natural las avesque practican este comportamiento cuentan con una progenie superviviente más numerosa.
H34_economy_113,left,"['resultados', 'efecto']",[None], los resultados respaldaban el efecto Westermarck la convivencia,", respectivamente, de la felicidad matrimonial y de la actividad sexual los resultados respaldaban el efecto Westermarck la convivenciadesde los primeros años de vida comprometía manifiestamente la compatibilidad matrimonial en"
H34_economy_114,left,['genes'],[None], vehículo liberador de genes potencia,"rodea a los genes antigénicos consiste en algo más que un mero vehículo liberador de genes potenciala respuesta inmunitaria evocada por los antígenos. Este efecto procede,"
H34_economy_115,both,['bases'],['adenina'], las bases que contienen adenina,"de ADN está constituida por unidades denominadas nucleótidos que se distinguen por las bases que contienen adenina(A), citosina (C), guanina (G"
H34_economy_116,both,"['ramas', 'sistema', 'inmunitario', 'sistema inmunitario', 'ramas del sistema']",['rama'], ramas del sistema inmunitario la rama,"protectora contra un agente infeccioso, o patógeno, fundamentalmente activando dos ramas del sistema inmunitario la ramahumoral, que los ataca fuera de las células, y la"
H34_economy_117,right,[None],['genes'], la disposición primitiva los genes,los humanos conservan en un rincón de su sistema inmunitario algo de la disposición primitiva los genesque controlan la síntesis de la cadena ligera lambda de las inmunoglobulinas
H34_economy_118,none,[None],[None], préstamo un instrumento de los economistas la creación,"respalden las investigaciones sobre la evolución, los inmunólogos han tomado en préstamo un instrumento de los economistas la creaciónde modelos por ordenador. Franco Celada, del Hospital metropolitano de"
H34_economy_119,both,['fenómeno'],['proceso'], el fenómeno contrario un proceso,en favor de respuestas inmunitarias frente a los parásitos. Acontece también el fenómeno contrario un procesovigoroso crea con toda probabilidad una rica variedad de genes cuyos productos
H34_economy_120,both,"['ejemplo', 'artritis', 'reumatoide', 'artritis reumatoide']",['estudios'], ejemplo la artritis reumatoide los estudios,"factores genéticos destructivos, mejor situados estaremos para desbaratarlos. Tomemos como ejemplo la artritis reumatoide los estudiosrealizados entre hermanos gemelos sugieren que los factores genéticos aportan hasta un"
H34_economy_121,left,"['receptor', 'artificial', 'receptor artificial']",[None], El receptor artificial FNTRs Fc,autoinmune. Los primeros resultados han sido satisfactorios (derecha). El receptor artificial FNTRs Fcinhibe la respuesta en células cultivadas a concentraciones muy inferiores a aquellas
H34_economy_122,both,"['genes', 'información']",['instrucciones'], Los genes son también información instrucciones,", resulta más apropiado entenderlos como una vía de información. ( Los genes son también información instruccionesescritas en el ADN para sintetizar proteínas.) Así, el"
