id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H16_economy_11,none,[None],[None], están afectados excepto un conidio,"en Neurospora En (a), la mayoría de conidios no están afectados excepto un conidio(en color rojo) que contiene dicha mutación. En ("
H16_economy_12,left,"['filamento', 'similar', 'filamento único']",[None], un filamento único similar al DNA excepto en que,". En ambos interviene el ácido ribonucleico, una molécula formada por un filamento único similar al DNA excepto en quesu hidrato de carbono es la ribosa y en que contiene uracilo"
H16_economy_13,left,"['similar', 'modo similar']",[None], tratado de un modo similar excepto que se,mediante la actividad de otro enzima. Otro trozo de ADN es tratado de un modo similar excepto que seagregan nucleótidos que contienen timina en lugar de adenina. Cuando estas
H16_economy_14,both,"['nuestras', 'células', 'nuestras células']",['esperma'], Todas nuestras células excepto el esperma,"» algunos de sus genes, si no resultaría un caos. Todas nuestras células excepto el espermay los óvulos, tienen un conjunto completo de genes. Las"
H16_economy_15,both,"['frecuencia', 'normalmente']",['notables'], que con frecuencia funciona normalmente salvo algunas notables,", a su vez, controlan el metabolismo de la célula, que con frecuencia funciona normalmente salvo algunas notablesexcepciones. Algunos genes anidados en nuestros cromosomas pueden dañarse y fallar"
H16_economy_16,right,[None],"['mutaciones', 'ocasionales']", como una entidad ideal que salvo mutaciones ocasionales,". En la mayoría de los artículos, seguía abordándose el ADN como una entidad ideal que salvo mutaciones ocasionales, persistía inalterado en medio del turbulento ambiente interno de la célula"
H16_economy_17,left,"['extracromosómico', 'bacterias', 'menos', 'comúnmente']",[None], extracromosómico en las bacterias o menos comúnmente,moléculas circulares de DNA de doble cadena que se replican de modo extracromosómico en las bacterias o menos comúnmenteen levaduras. Debido a que puede mantenerse un número moderado de
H16_economy_18,left,['extraños'],[None], extraños que son extremadamente raros excepto en el,"femenino de manera simultánea, lo que produce cigotos con números cromosómicos extraños que son extremadamente raros excepto en elcaso de cromosomas sexuales. La no disyunción también puede ocurrir en"
H16_economy_19,both,"['célula', 'cromosomas', 'célula humana']",['células'], célula humana contiene cromosomas excepto las células,"hay detrás de los protocolos de cartografiado. Se recordará que cada célula humana contiene cromosomas excepto las célulasespermáticas del hombre y los óvulos maduros de la mujer, cada"
H16_economy_20,left,"['partir', 'células', 'clonadas', 'células clonadas']",[None], a partir de células clonadas excepto en la,las células clonadas. Por el momento somos incapaces de regenerar animales a partir de células clonadas excepto en lalimitada extensión de subdividir grupos de células en las primeras etapas del
H16_economy_21,left,"['genética', 'ser']",[None], genética ha de ser especulativa excepto cuando existe,simple ejemplo puede aclarar que gran parte de la inversión en ingeniería genética ha de ser especulativa excepto cuando existeuna clara demanda de un producto sin que haya ninguna fuente alternativa
H16_economy_22,right,[None],['menos'], De hecho menos del,lo que se creyó aun en fecha tan reciente como 1980. De hecho menos del% del DNA en el genoma codifica genes. Sólo alrededor de
H16_economy_23,right,[None],['menos'], Alta en África menos común en,xxx del gen de la xxx -globina (anemia drepanocítica). Alta en África menos común encualquier otra parte. Alelo xxx del gen de la xxx -
H16_economy_24,none,[None],[None], los puntos de entrada y salida salvo en el,en el tanque. La esterilización se realiza inyectando vapor por todos los puntos de entrada y salida salvo en elde salida de aire que sirve para que escape el vapor.
H16_economy_25,both,"['átomo', 'carbono', 'átomo de carbono']",['dióxido'], de un átomo de carbono excepto dióxido de,"están menos documentados. Igualmente, las rutas de conversión de sustratos de un átomo de carbono excepto dióxido decarbono, a los precursores de tres y cuatro carbono que se"
H16_economy_26,right,[None],['gemelos'], refuerzan el concepto de que con excepción de los gemelos,"introducen algunos de los sistemas génicos que gobiernan la función inmunitaria y refuerzan el concepto de que con excepción de los gemelosmonocigóticos (u otros nacimientos múltiples), cada persona es única"
H16_economy_27,left,['cercanos'],[None], cercanos de los humanos pero exceptuando los gibones,"de los gorilas. Los monos del viejo mundo también son parientes cercanos de los humanos pero exceptuando los gibones, han sufrido numerosas reordenaciones cromosómicas desde su separación del linaje humano"
H16_economy_28,left,"['descubrimientos', 'menos']",[None], pero hay otros descubrimientos menos conocidos,restablecen la función inmunitaria. Esos logros son ya de dominio público pero hay otros descubrimientos menos conocidosque han causado también una indudable conmoción en la comunidad de investigadores
H16_economy_29,left,['intracelular'],[None], hipérbole intracelular carece de interés salvo para la,que culminarán la destrucción de la proteína. Podría pensarse que esta hipérbole intracelular carece de interés salvo para laproteína en cuestión. Nada más lejos de la verdad. En
H16_economy_30,left,"['anticuerpo', 'monoclonal', 'murino', 'anticuerpo monoclonal']",[None], todo el anticuerpo monoclonal murino salvo la parte,"que los anticuerpos murinos se parezcan más a los humanos podemos reemplazar todo el anticuerpo monoclonal murino salvo la partede unión al antígeno, con los componentes de anticuerpos humanos."
H16_economy_31,left,['menos'],[None], y menos avanzados,en fase de prueba una ribozima en pacientes con hepatitis C; y menos avanzadosestudios de ribozimas contra el VIH. Algunos de estos proyectos recurren
H16_economy_32,left,"['sistema', 'inmunitario', 'sistema inmunitario']",[None], la celada del sistema inmunitario salvo que procedan,"células. Por el contrario, las células libres están expuestas a la celada del sistema inmunitario salvo que procedande los mismos sujetos o de sus gemelos. De ahí que"
H16_economy_33,left,['similares'],[None], fueron similares para ambos grupos excepto para el,la tabla 1 se exponen las características de los pacientes. Éstas fueron similares para ambos grupos excepto para elestado general (un mayor número de pacientes tenían un mal estado
H16_economy_34,left,"['exones', 'intrones']",[None], las fronteras entre exones e intrones salvo que los,"ver página 333). Las secuencias que se obtienen deberían atravesar las fronteras entre exones e intrones salvo que losexones sean muy largos, en cuyo caso hace falta diseñar nuevos"
